,parent_circuit_id,parent_circuit,original_circuit_id,original_circuit,original_category,original_circuit_path,chain_name,opt_level,opt_1,opt_2,opt_3,artifact_path,initial_num_qubits,initial_depth,initial_two_qubit_gates,initial_total_gates,final_num_qubits,final_depth,final_two_qubit_gate_count,final_total_gates,runtime,opt_chain
63,23,hwb12,23,hwb12,feynman,benchmarks/ai_transpile/qasm/feynman/hwb12.qasm,qiskit_standard,1,qiskit_standard,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_standard/hwb12/step_0_qiskit_standard/cheap_1_opt_hwb12_qiskit_standard_step0_qiskit_standard.qasm,20,98611,44833,171482,20,247029,190973,408818,12.411074750008993,hwb12__qiskit_standard
64,24,hwb6,24,hwb6,feynman,benchmarks/ai_transpile/qasm/feynman/hwb6.qasm,qiskit_ai,1,qiskit_ai,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_ai/hwb6/step_0_qiskit_ai/cheap_1_opt_hwb6_qiskit_ai_step0_qiskit_ai.qasm,7,62,26,109,7,306,116,499,0.45022670889738947,hwb6__qiskit_ai
65,24,hwb6,24,hwb6,feynman,benchmarks/ai_transpile/qasm/feynman/hwb6.qasm,qiskit_standard,1,qiskit_standard,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_standard/hwb6/step_0_qiskit_standard/cheap_1_opt_hwb6_qiskit_standard_step0_qiskit_standard.qasm,7,62,26,109,7,178,115,284,0.016896417015232146,hwb6__qiskit_standard
66,24,hwb6,24,hwb6,feynman,benchmarks/ai_transpile/qasm/feynman/hwb6.qasm,tket,1,tket,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/tket/hwb6/step_0_tket/cheap_1_opt_hwb6_tket_step0_tket.qasm,7,62,26,109,7,197,111,300,2.5372079159133136,hwb6__tket
67,25,hwb8,25,hwb8,feynman,benchmarks/ai_transpile/qasm/feynman/hwb8.qasm,qiskit_standard,1,qiskit_standard,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_standard/hwb8/step_0_qiskit_standard/cheap_1_opt_hwb8_qiskit_standard_step0_qiskit_standard.qasm,12,3855,2083,6446,12,9051,7051,15154,0.3760965409455821,hwb8__qiskit_standard
68,25,hwb8,25,hwb8,feynman,benchmarks/ai_transpile/qasm/feynman/hwb8.qasm,tket,1,tket,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/tket/hwb8/step_0_tket/cheap_1_opt_hwb8_tket_step0_tket.qasm,12,3855,2083,6446,12,9300,6399,15148,84.19500562502071,hwb8__tket
69,26,inverseqft1,26,inverseqft1,feynman,benchmarks/ai_transpile/qasm/feynman/inverseqft1.qasm,qiskit_ai,1,qiskit_ai,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_ai/inverseqft1/step_0_qiskit_ai/cheap_1_opt_inverseqft1_qiskit_ai_step0_qiskit_ai.qasm,4,20,0,24,4,30,1,39,0.028306790976785123,inverseqft1__qiskit_ai
70,26,inverseqft1,26,inverseqft1,feynman,benchmarks/ai_transpile/qasm/feynman/inverseqft1.qasm,qiskit_standard,1,qiskit_standard,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_standard/inverseqft1/step_0_qiskit_standard/cheap_1_opt_inverseqft1_qiskit_standard_step0_qiskit_standard.qasm,4,20,0,24,4,30,1,39,0.018677957938052714,inverseqft1__qiskit_standard
71,26,inverseqft1,26,inverseqft1,feynman,benchmarks/ai_transpile/qasm/feynman/inverseqft1.qasm,tket,1,tket,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/tket/inverseqft1/step_0_tket/cheap_1_opt_inverseqft1_tket_step0_tket.qasm,4,20,0,24,4,30,1,39,0.8588434159755707,inverseqft1__tket
72,27,inverseqft2,27,inverseqft2,feynman,benchmarks/ai_transpile/qasm/feynman/inverseqft2.qasm,qiskit_ai,1,qiskit_ai,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_ai/inverseqft2/step_0_qiskit_ai/cheap_1_opt_inverseqft2_qiskit_ai_step0_qiskit_ai.qasm,4,12,0,19,4,22,1,34,0.01712745800614357,inverseqft2__qiskit_ai
73,27,inverseqft2,27,inverseqft2,feynman,benchmarks/ai_transpile/qasm/feynman/inverseqft2.qasm,qiskit_standard,1,qiskit_standard,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_standard/inverseqft2/step_0_qiskit_standard/cheap_1_opt_inverseqft2_qiskit_standard_step0_qiskit_standard.qasm,4,12,0,19,4,22,1,34,0.019175083027221262,inverseqft2__qiskit_standard
74,27,inverseqft2,27,inverseqft2,feynman,benchmarks/ai_transpile/qasm/feynman/inverseqft2.qasm,tket,1,tket,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/tket/inverseqft2/step_0_tket/cheap_1_opt_inverseqft2_tket_step0_tket.qasm,4,12,0,19,4,22,1,34,0.9999546250328422,inverseqft2__tket
75,28,mod5_4,28,mod5_4,feynman,benchmarks/ai_transpile/qasm/feynman/mod5_4.qasm,qiskit_ai,1,qiskit_ai,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_ai/mod5_4/step_0_qiskit_ai/cheap_1_opt_mod5_4_qiskit_ai_step0_qiskit_ai.qasm,5,23,4,23,5,111,28,123,0.22854370903223753,mod5_4__qiskit_ai
76,28,mod5_4,28,mod5_4,feynman,benchmarks/ai_transpile/qasm/feynman/mod5_4.qasm,qiskit_standard,1,qiskit_standard,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_standard/mod5_4/step_0_qiskit_standard/cheap_1_opt_mod5_4_qiskit_standard_step0_qiskit_standard.qasm,5,23,4,23,5,53,28,68,0.01330604194663465,mod5_4__qiskit_standard
77,28,mod5_4,28,mod5_4,feynman,benchmarks/ai_transpile/qasm/feynman/mod5_4.qasm,tket,1,tket,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/tket/mod5_4/step_0_tket/cheap_1_opt_mod5_4_tket_step0_tket.qasm,5,23,4,23,5,54,28,68,1.182732249959372,mod5_4__tket
78,29,mod_mult_55,29,mod_mult_55,feynman,benchmarks/ai_transpile/qasm/feynman/mod_mult_55.qasm,qiskit_ai,1,qiskit_ai,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_ai/mod_mult_55/step_0_qiskit_ai/cheap_1_opt_mod_mult_55_qiskit_ai_step0_qiskit_ai.qasm,9,20,6,49,9,104,48,231,0.3746356669580564,mod_mult_55__qiskit_ai
79,29,mod_mult_55,29,mod_mult_55,feynman,benchmarks/ai_transpile/qasm/feynman/mod_mult_55.qasm,qiskit_standard,1,qiskit_standard,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_standard/mod_mult_55/step_0_qiskit_standard/cheap_1_opt_mod_mult_55_qiskit_standard_step0_qiskit_standard.qasm,9,20,6,49,9,56,48,135,0.01754566701129079,mod_mult_55__qiskit_standard
80,29,mod_mult_55,29,mod_mult_55,feynman,benchmarks/ai_transpile/qasm/feynman/mod_mult_55.qasm,tket,1,tket,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/tket/mod_mult_55/step_0_tket/cheap_1_opt_mod_mult_55_tket_step0_tket.qasm,9,20,6,49,9,60,48,143,1.8889711670344695,mod_mult_55__tket
81,30,mod_red_21,30,mod_red_21,feynman,benchmarks/ai_transpile/qasm/feynman/mod_red_21.qasm,qiskit_ai,1,qiskit_ai,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_ai/mod_red_21/step_0_qiskit_ai/cheap_1_opt_mod_red_21_qiskit_ai_step0_qiskit_ai.qasm,11,58,3,108,11,296,105,542,0.9611195420147851,mod_red_21__qiskit_ai
82,30,mod_red_21,30,mod_red_21,feynman,benchmarks/ai_transpile/qasm/feynman/mod_red_21.qasm,qiskit_standard,1,qiskit_standard,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_standard/mod_red_21/step_0_qiskit_standard/cheap_1_opt_mod_red_21_qiskit_standard_step0_qiskit_standard.qasm,11,58,3,108,11,176,105,285,0.026743542053736746,mod_red_21__qiskit_standard
83,30,mod_red_21,30,mod_red_21,feynman,benchmarks/ai_transpile/qasm/feynman/mod_red_21.qasm,tket,1,tket,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/tket/mod_red_21/step_0_tket/cheap_1_opt_mod_red_21_tket_step0_tket.qasm,11,58,3,108,11,210,105,332,2.545848499983549,mod_red_21__tket
84,31,qec,31,qec,feynman,benchmarks/ai_transpile/qasm/feynman/qec.qasm,qiskit_ai,1,qiskit_ai,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_ai/qec/step_0_qiskit_ai/cheap_1_opt_qec_qiskit_ai_step0_qiskit_ai.qasm,5,7,0,11,5,10,5,13,0.01672375004272908,qec__qiskit_ai
85,31,qec,31,qec,feynman,benchmarks/ai_transpile/qasm/feynman/qec.qasm,qiskit_standard,1,qiskit_standard,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_standard/qec/step_0_qiskit_standard/cheap_1_opt_qec_qiskit_standard_step0_qiskit_standard.qasm,5,7,0,11,5,10,5,13,0.014155084034428,qec__qiskit_standard
86,31,qec,31,qec,feynman,benchmarks/ai_transpile/qasm/feynman/qec.qasm,tket,1,tket,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/tket/qec/step_0_tket/cheap_1_opt_qec_tket_step0_tket.qasm,5,7,0,11,5,10,5,13,1.0897569170920178,qec__tket
87,32,qft,32,qft,feynman,benchmarks/ai_transpile/qasm/feynman/qft.qasm,qiskit_ai,1,qiskit_ai,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_ai/qft/step_0_qiskit_ai/cheap_1_opt_qft_qiskit_ai_step0_qiskit_ai.qasm,4,9,6,17,4,29,13,48,0.02094175003003329,qft__qiskit_ai
88,32,qft,32,qft,feynman,benchmarks/ai_transpile/qasm/feynman/qft.qasm,qiskit_standard,1,qiskit_standard,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_standard/qft/step_0_qiskit_standard/cheap_1_opt_qft_qiskit_standard_step0_qiskit_standard.qasm,4,9,6,17,4,24,13,42,0.012174292001873255,qft__qiskit_standard
89,32,qft,32,qft,feynman,benchmarks/ai_transpile/qasm/feynman/qft.qasm,tket,1,tket,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/tket/qft/step_0_tket/cheap_1_opt_qft_tket_step0_tket.qasm,4,9,6,17,4,24,13,39,1.132640750030987,qft__tket
90,33,qft_4,33,qft_4,feynman,benchmarks/ai_transpile/qasm/feynman/qft_4.qasm,qiskit_ai,1,qiskit_ai,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_ai/qft_4/step_0_qiskit_ai/cheap_1_opt_qft_4_qiskit_ai_step0_qiskit_ai.qasm,5,134,34,159,5,242,46,287,0.3518006670055911,qft_4__qiskit_ai
91,33,qft_4,33,qft_4,feynman,benchmarks/ai_transpile/qasm/feynman/qft_4.qasm,qiskit_standard,1,qiskit_standard,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_standard/qft_4/step_0_qiskit_standard/cheap_1_opt_qft_4_qiskit_standard_step0_qiskit_standard.qasm,5,134,34,159,5,86,44,130,0.020083457930013537,qft_4__qiskit_standard
92,33,qft_4,33,qft_4,feynman,benchmarks/ai_transpile/qasm/feynman/qft_4.qasm,tket,1,tket,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/tket/qft_4/step_0_tket/cheap_1_opt_qft_4_tket_step0_tket.qasm,5,134,34,159,5,82,38,115,1.454512375057675,qft_4__tket
93,34,qpt,34,qpt,feynman,benchmarks/ai_transpile/qasm/feynman/qpt.qasm,qiskit_standard,1,qiskit_standard,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_standard/qpt/step_0_qiskit_standard/cheap_1_opt_qpt_qiskit_standard_step0_qiskit_standard.qasm,1,4,0,6,1,4,0,4,0.01995237497612834,qpt__qiskit_standard
94,34,qpt,34,qpt,feynman,benchmarks/ai_transpile/qasm/feynman/qpt.qasm,tket,1,tket,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/tket/qpt/step_0_tket/cheap_1_opt_qpt_tket_step0_tket.qasm,1,4,0,6,1,4,0,4,1.0679197499994189,qpt__tket
95,35,rb,35,rb,feynman,benchmarks/ai_transpile/qasm/feynman/rb.qasm,qiskit_ai,1,qiskit_ai,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_ai/rb/step_0_qiskit_ai/cheap_1_opt_rb_qiskit_ai_step0_qiskit_ai.qasm,2,8,6,13,2,23,6,25,0.017426874954253435,rb__qiskit_ai
96,35,rb,35,rb,feynman,benchmarks/ai_transpile/qasm/feynman/rb.qasm,qiskit_standard,1,qiskit_standard,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_standard/rb/step_0_qiskit_standard/cheap_1_opt_rb_qiskit_standard_step0_qiskit_standard.qasm,2,8,6,13,2,20,6,22,0.018208874971605837,rb__qiskit_standard
97,35,rb,35,rb,feynman,benchmarks/ai_transpile/qasm/feynman/rb.qasm,tket,1,tket,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/tket/rb/step_0_tket/cheap_1_opt_rb_tket_step0_tket.qasm,2,8,6,13,2,20,6,22,1.0355640000198036,rb__tket
98,36,rc_adder_6,36,rc_adder_6,feynman,benchmarks/ai_transpile/qasm/feynman/rc_adder_6.qasm,qiskit_ai,1,qiskit_ai,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_ai/rc_adder_6/step_0_qiskit_ai/cheap_1_opt_rc_adder_6_qiskit_ai_step0_qiskit_ai.qasm,14,40,27,90,14,202,83,366,0.6959533330518752,rc_adder_6__qiskit_ai
99,36,rc_adder_6,36,rc_adder_6,feynman,benchmarks/ai_transpile/qasm/feynman/rc_adder_6.qasm,qiskit_standard,1,qiskit_standard,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_standard/rc_adder_6/step_0_qiskit_standard/cheap_1_opt_rc_adder_6_qiskit_standard_step0_qiskit_standard.qasm,14,40,27,90,14,115,81,212,0.023171958047896624,rc_adder_6__qiskit_standard
100,36,rc_adder_6,36,rc_adder_6,feynman,benchmarks/ai_transpile/qasm/feynman/rc_adder_6.qasm,tket,1,tket,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/tket/rc_adder_6/step_0_tket/cheap_1_opt_rc_adder_6_tket_step0_tket.qasm,14,40,27,90,14,128,81,223,3.1849309999961406,rc_adder_6__tket
101,37,teleport,37,teleport,feynman,benchmarks/ai_transpile/qasm/feynman/teleport.qasm,qiskit_ai,1,qiskit_ai,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_ai/teleport/step_0_qiskit_ai/cheap_1_opt_teleport_qiskit_ai_step0_qiskit_ai.qasm,3,9,2,12,3,13,3,18,0.022312792018055916,teleport__qiskit_ai
102,37,teleport,37,teleport,feynman,benchmarks/ai_transpile/qasm/feynman/teleport.qasm,qiskit_standard,1,qiskit_standard,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_standard/teleport/step_0_qiskit_standard/cheap_1_opt_teleport_qiskit_standard_step0_qiskit_standard.qasm,3,9,2,12,3,13,3,18,0.012967125046998262,teleport__qiskit_standard
103,37,teleport,37,teleport,feynman,benchmarks/ai_transpile/qasm/feynman/teleport.qasm,tket,1,tket,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/tket/teleport/step_0_tket/cheap_1_opt_teleport_tket_step0_tket.qasm,3,9,2,12,3,13,3,18,0.8309393749805167,teleport__tket
104,38,teleportv2,38,teleportv2,feynman,benchmarks/ai_transpile/qasm/feynman/teleportv2.qasm,tket,1,tket,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/tket/teleportv2/step_0_tket/cheap_1_opt_teleportv2_tket_step0_tket.qasm,3,10,2,13,3,15,3,20,0.9252493330277503,teleportv2__tket
105,39,tof_10,39,tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/tof_10.qasm,qiskit_ai,1,qiskit_ai,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_ai/tof_10/step_0_qiskit_ai/cheap_1_opt_tof_10_qiskit_ai_step0_qiskit_ai.qasm,19,53,0,85,19,304,102,527,0.8931766250170767,tof_10__qiskit_ai
106,39,tof_10,39,tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/tof_10.qasm,qiskit_standard,1,qiskit_standard,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_standard/tof_10/step_0_qiskit_standard/cheap_1_opt_tof_10_qiskit_standard_step0_qiskit_standard.qasm,19,53,0,85,19,197,102,290,0.027296541957184672,tof_10__qiskit_standard
107,39,tof_10,39,tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/tof_10.qasm,tket,1,tket,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/tket/tof_10/step_0_tket/cheap_1_opt_tof_10_tket_step0_tket.qasm,19,53,0,85,19,197,102,290,2.5531186250736937,tof_10__tket
108,40,tof_3,40,tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/tof_3.qasm,qiskit_ai,1,qiskit_ai,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_ai/tof_3/step_0_qiskit_ai/cheap_1_opt_tof_3_qiskit_ai_step0_qiskit_ai.qasm,5,11,0,15,5,65,18,93,0.1542592499172315,tof_3__qiskit_ai
109,40,tof_3,40,tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/tof_3.qasm,qiskit_standard,1,qiskit_standard,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_standard/tof_3/step_0_qiskit_standard/cheap_1_opt_tof_3_qiskit_standard_step0_qiskit_standard.qasm,5,11,0,15,5,36,18,52,0.014999708975665271,tof_3__qiskit_standard
110,40,tof_3,40,tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/tof_3.qasm,tket,1,tket,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/tket/tof_3/step_0_tket/cheap_1_opt_tof_3_tket_step0_tket.qasm,5,11,0,15,5,36,18,52,1.1669704159721732,tof_3__tket
111,41,tof_4,41,tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/tof_4.qasm,qiskit_ai,1,qiskit_ai,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_ai/tof_4/step_0_qiskit_ai/cheap_1_opt_tof_4_qiskit_ai_step0_qiskit_ai.qasm,7,17,0,25,7,102,30,155,0.22714712494052947,tof_4__qiskit_ai
112,41,tof_4,41,tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/tof_4.qasm,qiskit_standard,1,qiskit_standard,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_standard/tof_4/step_0_qiskit_standard/cheap_1_opt_tof_4_qiskit_standard_step0_qiskit_standard.qasm,7,17,0,25,7,59,30,86,0.013469167053699493,tof_4__qiskit_standard
113,41,tof_4,41,tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/tof_4.qasm,tket,1,tket,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/tket/tof_4/step_0_tket/cheap_1_opt_tof_4_tket_step0_tket.qasm,7,17,0,25,7,59,30,86,1.3847145409090444,tof_4__tket
114,42,tof_5,42,tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/tof_5.qasm,qiskit_ai,1,qiskit_ai,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_ai/tof_5/step_0_qiskit_ai/cheap_1_opt_tof_5_qiskit_ai_step0_qiskit_ai.qasm,9,23,0,35,9,139,42,217,0.4383395410841331,tof_5__qiskit_ai
115,42,tof_5,42,tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/tof_5.qasm,qiskit_standard,1,qiskit_standard,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_standard/tof_5/step_0_qiskit_standard/cheap_1_opt_tof_5_qiskit_standard_step0_qiskit_standard.qasm,9,23,0,35,9,82,42,120,0.015090291970409453,tof_5__qiskit_standard
116,42,tof_5,42,tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/tof_5.qasm,tket,1,tket,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/tket/tof_5/step_0_tket/cheap_1_opt_tof_5_tket_step0_tket.qasm,9,23,0,35,9,82,42,120,1.4402915829559788,tof_5__tket
117,43,vbe_adder_3,43,vbe_adder_3,feynman,benchmarks/ai_transpile/qasm/feynman/vbe_adder_3.qasm,qiskit_ai,1,qiskit_ai,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_ai/vbe_adder_3/step_0_qiskit_ai/cheap_1_opt_vbe_adder_3_qiskit_ai_step0_qiskit_ai.qasm,10,28,10,50,10,160,58,278,0.4932815410429612,vbe_adder_3__qiskit_ai
118,43,vbe_adder_3,43,vbe_adder_3,feynman,benchmarks/ai_transpile/qasm/feynman/vbe_adder_3.qasm,qiskit_standard,1,qiskit_standard,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_standard/vbe_adder_3/step_0_qiskit_standard/cheap_1_opt_vbe_adder_3_qiskit_standard_step0_qiskit_standard.qasm,10,28,10,50,10,81,58,139,0.021249791025184095,vbe_adder_3__qiskit_standard
119,43,vbe_adder_3,43,vbe_adder_3,feynman,benchmarks/ai_transpile/qasm/feynman/vbe_adder_3.qasm,tket,1,tket,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/tket/vbe_adder_3/step_0_tket/cheap_1_opt_vbe_adder_3_tket_step0_tket.qasm,10,28,10,50,10,83,58,139,1.8382982918992639,vbe_adder_3__tket
120,44,qaoa_barabasi_albert_N10_3reps,44,qaoa_barabasi_albert_N10_3reps,qaoa,benchmarks/ai_transpile/qasm/qaoa/qaoa_barabasi_albert_N10_3reps.qasm,qiskit_ai,1,qiskit_ai,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_ai/qaoa_barabasi_albert_N10_3reps/step_0_qiskit_ai/cheap_1_opt_qaoa_barabasi_albert_N10_3reps_qiskit_ai_step0_qiskit_ai.qasm,10,83,96,194,10,98,96,394,1.9765614999923855,qaoa_barabasi_albert_N10_3reps__qiskit_ai
121,44,qaoa_barabasi_albert_N10_3reps,44,qaoa_barabasi_albert_N10_3reps,qaoa,benchmarks/ai_transpile/qasm/qaoa/qaoa_barabasi_albert_N10_3reps.qasm,qiskit_standard,1,qiskit_standard,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_standard/qaoa_barabasi_albert_N10_3reps/step_0_qiskit_standard/cheap_1_opt_qaoa_barabasi_albert_N10_3reps_qiskit_standard_step0_qiskit_standard.qasm,10,83,96,194,10,98,96,324,0.028231290983967483,qaoa_barabasi_albert_N10_3reps__qiskit_standard
122,44,qaoa_barabasi_albert_N10_3reps,44,qaoa_barabasi_albert_N10_3reps,qaoa,benchmarks/ai_transpile/qasm/qaoa/qaoa_barabasi_albert_N10_3reps.qasm,tket,1,tket,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/tket/qaoa_barabasi_albert_N10_3reps/step_0_tket/cheap_1_opt_qaoa_barabasi_albert_N10_3reps_tket_step0_tket.qasm,10,83,96,194,10,113,96,309,2.9294292910490185,qaoa_barabasi_albert_N10_3reps__tket
123,45,qaoa_barabasi_albert_N11_3reps,45,qaoa_barabasi_albert_N11_3reps,qaoa,benchmarks/ai_transpile/qasm/qaoa/qaoa_barabasi_albert_N11_3reps.qasm,qiskit_ai,1,qiskit_ai,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_ai/qaoa_barabasi_albert_N11_3reps/step_0_qiskit_ai/cheap_1_opt_qaoa_barabasi_albert_N11_3reps_qiskit_ai_step0_qiskit_ai.qasm,11,86,108,217,11,105,108,437,1.0018437500111759,qaoa_barabasi_albert_N11_3reps__qiskit_ai
124,45,qaoa_barabasi_albert_N11_3reps,45,qaoa_barabasi_albert_N11_3reps,qaoa,benchmarks/ai_transpile/qasm/qaoa/qaoa_barabasi_albert_N11_3reps.qasm,qiskit_standard,1,qiskit_standard,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_standard/qaoa_barabasi_albert_N11_3reps/step_0_qiskit_standard/cheap_1_opt_qaoa_barabasi_albert_N11_3reps_qiskit_standard_step0_qiskit_standard.qasm,11,86,108,217,11,101,108,360,0.03144895890727639,qaoa_barabasi_albert_N11_3reps__qiskit_standard
125,45,qaoa_barabasi_albert_N11_3reps,45,qaoa_barabasi_albert_N11_3reps,qaoa,benchmarks/ai_transpile/qasm/qaoa/qaoa_barabasi_albert_N11_3reps.qasm,tket,1,tket,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/tket/qaoa_barabasi_albert_N11_3reps/step_0_tket/cheap_1_opt_qaoa_barabasi_albert_N11_3reps_tket_step0_tket.qasm,11,86,108,217,11,119,108,345,2.899541165912524,qaoa_barabasi_albert_N11_3reps__tket
126,46,qaoa_barabasi_albert_N12_3reps,46,qaoa_barabasi_albert_N12_3reps,qaoa,benchmarks/ai_transpile/qasm/qaoa/qaoa_barabasi_albert_N12_3reps.qasm,qiskit_ai,1,qiskit_ai,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_ai/qaoa_barabasi_albert_N12_3reps/step_0_qiskit_ai/cheap_1_opt_qaoa_barabasi_albert_N12_3reps_qiskit_ai_step0_qiskit_ai.qasm,12,89,120,240,12,108,120,480,1.0652432919014245,qaoa_barabasi_albert_N12_3reps__qiskit_ai
127,46,qaoa_barabasi_albert_N12_3reps,46,qaoa_barabasi_albert_N12_3reps,qaoa,benchmarks/ai_transpile/qasm/qaoa/qaoa_barabasi_albert_N12_3reps.qasm,qiskit_standard,1,qiskit_standard,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_standard/qaoa_barabasi_albert_N12_3reps/step_0_qiskit_standard/cheap_1_opt_qaoa_barabasi_albert_N12_3reps_qiskit_standard_step0_qiskit_standard.qasm,12,89,120,240,12,103,120,396,0.032417999929748476,qaoa_barabasi_albert_N12_3reps__qiskit_standard
128,46,qaoa_barabasi_albert_N12_3reps,46,qaoa_barabasi_albert_N12_3reps,qaoa,benchmarks/ai_transpile/qasm/qaoa/qaoa_barabasi_albert_N12_3reps.qasm,tket,1,tket,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/tket/qaoa_barabasi_albert_N12_3reps/step_0_tket/cheap_1_opt_qaoa_barabasi_albert_N12_3reps_tket_step0_tket.qasm,12,89,120,240,12,126,120,378,3.430737499962561,qaoa_barabasi_albert_N12_3reps__tket
129,47,qaoa_barabasi_albert_N13_3reps,47,qaoa_barabasi_albert_N13_3reps,qaoa,benchmarks/ai_transpile/qasm/qaoa/qaoa_barabasi_albert_N13_3reps.qasm,qiskit_ai,1,qiskit_ai,,,brute_force_chains/cheap_optimizers/full_run/one_opt/reports/chains/qiskit_ai/qaoa_barabasi_albert_N13_3reps/step_0_qiskit_ai/cheap_1_opt_qaoa_barabasi_albert_N13_3reps_qiskit_ai_step0_qiskit_ai.qasm,13,95,132,263,13,122,132,523,1.1599984579952434,qaoa_barabasi_albert_N13_3reps__qiskit_ai
