id,parent_circuit_id,parent_circuit,original_circuit_id,original_circuit,original_category,original_circuit_path,chain_name,opt_level,opt_1,opt_2,opt_3,qasm_path,initial_num_qubits,initial_depth,initial_two_qubit_gates,initial_total_gates,final_num_qubits,final_depth,final_two_qubit_gates,final_total_gates,total_runtime_seconds,opt_chain
1245,93,qv_N010_12345,93,qv_N010_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N010_12345.qasm,wisq_rules,1,wisq_rules,,,,10,230,150,2150,0,371,150,3410,600.541687968187,qv_N010_12345__wisq_rules
1249,93,qv_N010_12345,93,qv_N010_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N010_12345.qasm,tket,1,tket,,,,10,230,150,2150,0,165,150,1368,5.636166318319738,qv_N010_12345__tket
1260,94,qv_N011_12345,94,qv_N011_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N011_12345.qasm,tket,1,tket,,,,11,253,165,2365,0,181,141,1249,6.667572348378599,qv_N011_12345__tket
1267,95,qv_N012_12345,95,qv_N012_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N012_12345.qasm,wisq_rules,1,wisq_rules,,,,12,276,216,3096,0,445,216,4908,600.631192185916,qv_N012_12345__wisq_rules
1271,95,qv_N012_12345,95,qv_N012_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N012_12345.qasm,tket,1,tket,,,,12,276,216,3096,0,197,201,1804,7.232187437824905,qv_N012_12345__tket
1282,96,qv_N013_12345,96,qv_N013_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N013_12345.qasm,tket,1,tket,,,,13,299,234,3354,0,213,219,1970,8.70018578786403,qv_N013_12345__tket
1293,97,qv_N014_12345,97,qv_N014_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N014_12345.qasm,tket,1,tket,,,,14,322,294,4214,0,229,267,2366,9.70470866188407,qv_N014_12345__tket
1300,98,qv_N015_12345,98,qv_N015_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N015_12345.qasm,wisq_rules,1,wisq_rules,,,,15,345,315,4515,0,556,315,7155,600.8110719528049,qv_N015_12345__wisq_rules
1304,98,qv_N015_12345,98,qv_N015_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N015_12345.qasm,tket,1,tket,,,,15,345,315,4515,0,245,291,2592,11.467115566134453,qv_N015_12345__tket
1314,99,qv_N016_12345,99,qv_N016_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N016_12345.qasm,tket,1,tket,,,,16,368,384,5504,0,261,366,3267,11.890549110248685,qv_N016_12345__tket
1325,100,qv_N017_12345,100,qv_N017_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N017_12345.qasm,tket,1,tket,,,,17,391,408,5848,0,277,384,3416,15.170704886317251,qv_N017_12345__tket
1335,101,qv_N018_12345,101,qv_N018_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N018_12345.qasm,tket,1,tket,,,,18,414,486,6966,0,293,456,4055,13.474172179587184,qv_N018_12345__tket
1343,102,qv_N019_12345,102,qv_N019_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N019_12345.qasm,tket,1,tket,,,,19,437,513,7353,0,309,489,4347,14.604990280233324,qv_N019_12345__tket
1351,103,qv_N020_12345,103,qv_N020_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N020_12345.qasm,tket,1,tket,,,,20,460,600,8600,0,325,558,4932,17.12001226376742,qv_N020_12345__tket
1356,104,real_amplitudes_12,104,real_amplitudes_12,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_12.qasm,wisq_rules,1,wisq_rules,,,,12,16,22,58,0,25,22,166,600.0420786598697,real_amplitudes_12__wisq_rules
1358,104,real_amplitudes_12,104,real_amplitudes_12,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_12.qasm,wisq_bqskit,1,wisq_bqskit,,,,12,16,22,58,0,25,22,166,301.66561509948224,real_amplitudes_12__wisq_bqskit
1360,104,real_amplitudes_12,104,real_amplitudes_12,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_12.qasm,tket,1,tket,,,,12,16,22,58,0,25,22,166,2.180286368355155,real_amplitudes_12__tket
1368,105,real_amplitudes_12_r3,105,real_amplitudes_12_r3,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_12_r3.qasm,wisq_rules,1,wisq_rules,,,,12,19,33,81,0,31,33,225,600.0422402648255,real_amplitudes_12_r3__wisq_rules
1372,105,real_amplitudes_12_r3,105,real_amplitudes_12_r3,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_12_r3.qasm,tket,1,tket,,,,12,19,33,81,0,15,33,33,1.5691918674856424,real_amplitudes_12_r3__tket
1380,106,real_amplitudes_16_r2,106,real_amplitudes_16_r2,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_16_r2.qasm,wisq_rules,1,wisq_rules,,,,16,20,30,78,0,29,30,222,600.0410975143313,real_amplitudes_16_r2__wisq_rules
1384,106,real_amplitudes_16_r2,106,real_amplitudes_16_r2,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_16_r2.qasm,tket,1,tket,,,,16,20,30,78,0,17,30,30,2.379550516605377,real_amplitudes_16_r2__tket
1392,107,real_amplitudes_8,107,real_amplitudes_8,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_8.qasm,wisq_rules,1,wisq_rules,,,,8,15,21,53,0,27,21,149,600.072478858754,real_amplitudes_8__wisq_rules
1394,107,real_amplitudes_8,107,real_amplitudes_8,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_8.qasm,wisq_bqskit,1,wisq_bqskit,,,,8,15,21,53,0,27,21,149,301.65351147856563,real_amplitudes_8__wisq_bqskit
1396,107,real_amplitudes_8,107,real_amplitudes_8,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_8.qasm,tket,1,tket,,,,8,15,21,53,0,27,21,149,1.9986048517748711,real_amplitudes_8__tket
1405,108,real_amplitudes_8_r2,108,real_amplitudes_8_r2,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_8_r2.qasm,wisq_rules,1,wisq_rules,,,,8,12,14,38,0,21,14,110,600.0416761934757,real_amplitudes_8_r2__wisq_rules
1409,108,real_amplitudes_8_r2,108,real_amplitudes_8_r2,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_8_r2.qasm,tket,1,tket,,,,8,12,14,38,0,9,14,14,1.648439639247954,real_amplitudes_8_r2__tket
1420,109,square_heisenberg_N16,109,square_heisenberg_N16,square-heisenberg,benchmarks/ai_transpile/qasm/square-heisenberg/square_heisenberg_N16.qasm,tket,1,tket,,,,16,361,288,1024,0,115,72,372,3.2244992116466165,square_heisenberg_N16__tket
1431,110,square_heisenberg_N4,110,square_heisenberg_N4,square-heisenberg,benchmarks/ai_transpile/qasm/square-heisenberg/square_heisenberg_N4.qasm,tket,1,tket,,,,4,121,48,172,0,39,12,65,1.300268073566258,square_heisenberg_N4__tket
1443,111,square_heisenberg_N9,111,square_heisenberg_N9,square-heisenberg,benchmarks/ai_transpile/qasm/square-heisenberg/square_heisenberg_N9.qasm,tket,1,tket,,,,9,241,144,513,0,77,36,193,2.1149334646761417,square_heisenberg_N9__tket
1491,207,barenco_tof_10,8,barenco_tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_10.qasm,chain_tket__tket,2,tket,tket,,,19,98,0,130,0,421,178,567,7.377585253678262,barenco_tof_10__tket__tket
1492,207,barenco_tof_10,8,barenco_tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_10.qasm,chain_tket__wisq_bqskit,2,tket,wisq_bqskit,,,19,98,0,130,0,404,160,628,383.3051395891234,barenco_tof_10__tket__wisq_bqskit
1493,207,barenco_tof_10,8,barenco_tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_10.qasm,chain_tket__wisq_rules,2,tket,wisq_rules,,,19,98,0,130,0,349,174,499,621.0982175767422,barenco_tof_10__tket__wisq_rules
1496,210,barenco_tof_10,8,barenco_tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_10.qasm,chain_wisq_bqskit__tket,2,wisq_bqskit,tket,,,19,98,0,130,0,354,155,492,304.92317143268883,barenco_tof_10__wisq_bqskit__tket
1497,210,barenco_tof_10,8,barenco_tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_10.qasm,chain_wisq_bqskit__wisq_bqskit,2,wisq_bqskit,wisq_bqskit,,,19,98,0,130,0,496,146,769,714.4036165187135,barenco_tof_10__wisq_bqskit__wisq_bqskit
1498,210,barenco_tof_10,8,barenco_tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_10.qasm,chain_wisq_bqskit__wisq_rules,2,wisq_bqskit,wisq_rules,,,19,98,0,130,0,446,154,632,918.1193178230895,barenco_tof_10__wisq_bqskit__wisq_rules
1501,211,barenco_tof_10,8,barenco_tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_10.qasm,chain_wisq_rules__tket,2,wisq_rules,tket,,,19,98,0,130,0,288,161,369,603.4089281279594,barenco_tof_10__wisq_rules__tket
1502,211,barenco_tof_10,8,barenco_tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_10.qasm,chain_wisq_rules__wisq_bqskit,2,wisq_rules,wisq_bqskit,,,19,98,0,130,0,439,144,661,994.234344289638,barenco_tof_10__wisq_rules__wisq_bqskit
1503,211,barenco_tof_10,8,barenco_tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_10.qasm,chain_wisq_rules__wisq_rules,2,wisq_rules,wisq_rules,,,19,98,0,130,0,375,161,465,1200.5242640897632,barenco_tof_10__wisq_rules__wisq_rules
1682,192,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain_tket__wisq_bqskit,2,tket,wisq_bqskit,,,12,19,22,94,0,5,10,10,805.971915282309,efficient_su2_12_r2__tket__wisq_bqskit
1853,470,ham15-high,18,ham15-high,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-high.qasm,chain_tket__tket,2,tket,tket,,,20,1022,43,1798,0,3365,2118,4987,73.22497630864382,ham15-high__tket__tket
1854,470,ham15-high,18,ham15-high,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-high.qasm,chain_tket__wisq_bqskit,2,tket,wisq_bqskit,,,20,1022,43,1798,0,3436,2106,5265,444.6505925580859,ham15-high__tket__wisq_bqskit
1855,470,ham15-high,18,ham15-high,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-high.qasm,chain_tket__wisq_rules,2,tket,wisq_rules,,,20,1022,43,1798,0,2786,1882,4436,640.619007573463,ham15-high__tket__wisq_rules
1857,473,ham15-high,18,ham15-high,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-high.qasm,chain_wisq_bqskit__tket,2,wisq_bqskit,tket,,,20,1022,43,1798,0,3764,2088,5170,340.34906012006104,ham15-high__wisq_bqskit__tket
1858,473,ham15-high,18,ham15-high,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-high.qasm,chain_wisq_bqskit__wisq_bqskit,2,wisq_bqskit,wisq_bqskit,,,20,1022,43,1798,0,4592,2099,9023,664.5478608263656,ham15-high__wisq_bqskit__wisq_bqskit
1859,473,ham15-high,18,ham15-high,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-high.qasm,chain_wisq_bqskit__wisq_rules,2,wisq_bqskit,wisq_rules,,,20,1022,43,1798,0,4489,2036,6932,905.0016860766336,ham15-high__wisq_bqskit__wisq_rules
1861,474,ham15-high,18,ham15-high,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-high.qasm,chain_wisq_rules__tket,2,wisq_rules,tket,,,20,1022,43,1798,0,3344,1974,5004,643.4069532463327,ham15-high__wisq_rules__tket
1862,474,ham15-high,18,ham15-high,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-high.qasm,chain_wisq_rules__wisq_bqskit,2,wisq_rules,wisq_bqskit,,,20,1022,43,1798,0,4517,2067,8273,994.1738589089364,ham15-high__wisq_rules__wisq_bqskit
1863,474,ham15-high,18,ham15-high,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-high.qasm,chain_wisq_rules__wisq_rules,2,wisq_rules,wisq_rules,,,20,1022,43,1798,0,4378,2046,7414,1203.478255810216,ham15-high__wisq_rules__wisq_rules
1912,164,hwb10,21,hwb10,feynman,benchmarks/ai_transpile/qasm/feynman/hwb10.qasm,chain_tket__tket,2,tket,tket,,,16,18050,9508,31764,0,43476,30309,70952,1230.2642612457275,hwb10__tket__tket
1913,164,hwb10,21,hwb10,feynman,benchmarks/ai_transpile/qasm/feynman/hwb10.qasm,chain_tket__wisq_bqskit,2,tket,wisq_bqskit,,,16,18050,9508,31764,0,43350,31215,72583,1003.0124146342278,hwb10__tket__wisq_bqskit
1914,164,hwb10,21,hwb10,feynman,benchmarks/ai_transpile/qasm/feynman/hwb10.qasm,chain_tket__wisq_rules,2,tket,wisq_rules,,,16,18050,9508,31764,0,43350,31215,72583,1294.5743775572628,hwb10__tket__wisq_rules
1916,166,hwb10,21,hwb10,feynman,benchmarks/ai_transpile/qasm/feynman/hwb10.qasm,chain_wisq_bqskit__tket,2,wisq_bqskit,tket,,,16,18050,9508,31764,0,43437,31219,72655,963.9633640376852,hwb10__wisq_bqskit__tket
1917,166,hwb10,21,hwb10,feynman,benchmarks/ai_transpile/qasm/feynman/hwb10.qasm,chain_wisq_bqskit__wisq_bqskit,2,wisq_bqskit,wisq_bqskit,,,16,18050,9508,31764,0,73309,35170,142965,639.8280344633386,hwb10__wisq_bqskit__wisq_bqskit
1918,166,hwb10,21,hwb10,feynman,benchmarks/ai_transpile/qasm/feynman/hwb10.qasm,chain_wisq_bqskit__wisq_rules,2,wisq_bqskit,wisq_rules,,,16,18050,9508,31764,0,73020,35170,142966,950.8635839605704,hwb10__wisq_bqskit__wisq_rules
1920,167,hwb10,21,hwb10,feynman,benchmarks/ai_transpile/qasm/feynman/hwb10.qasm,chain_wisq_rules__tket,2,wisq_rules,tket,,,16,18050,9508,31764,0,43437,31219,72655,1301.171340957284,hwb10__wisq_rules__tket
1921,167,hwb10,21,hwb10,feynman,benchmarks/ai_transpile/qasm/feynman/hwb10.qasm,chain_wisq_rules__wisq_bqskit,2,wisq_rules,wisq_bqskit,,,16,18050,9508,31764,0,73020,35170,142966,1006.1676742201672,hwb10__wisq_rules__wisq_bqskit
1922,167,hwb10,21,hwb10,feynman,benchmarks/ai_transpile/qasm/feynman/hwb10.qasm,chain_wisq_rules__wisq_rules,2,wisq_rules,wisq_rules,,,16,18050,9508,31764,0,73020,35170,142966,1268.917187965475,hwb10__wisq_rules__wisq_rules
1928,168,hwb11,22,hwb11,feynman,benchmarks/ai_transpile/qasm/feynman/hwb11.qasm,chain_tket__tket,2,tket,tket,,,15,52290,25855,87789,0,125649,87475,196567,3913.848771910183,hwb11__tket__tket
1929,168,hwb11,22,hwb11,feynman,benchmarks/ai_transpile/qasm/feynman/hwb11.qasm,chain_tket__wisq_bqskit,2,tket,wisq_bqskit,,,15,52290,25855,87789,0,126166,89925,203236,2662.368036690168,hwb11__tket__wisq_bqskit
1930,168,hwb11,22,hwb11,feynman,benchmarks/ai_transpile/qasm/feynman/hwb11.qasm,chain_tket__wisq_rules,2,tket,wisq_rules,,,15,52290,25855,87789,0,126166,89925,203236,2993.4457548968494,hwb11__tket__wisq_rules
1932,170,hwb11,22,hwb11,feynman,benchmarks/ai_transpile/qasm/feynman/hwb11.qasm,chain_wisq_bqskit__tket,2,wisq_bqskit,tket,,,15,52290,25855,87789,0,126176,89925,203220,2586.091983684338,hwb11__wisq_bqskit__tket
1933,170,hwb11,22,hwb11,feynman,benchmarks/ai_transpile/qasm/feynman/hwb11.qasm,chain_wisq_bqskit__wisq_bqskit,2,wisq_bqskit,wisq_bqskit,,,15,52290,25855,87789,0,218116,98023,400517,646.7947665406391,hwb11__wisq_bqskit__wisq_bqskit
1934,170,hwb11,22,hwb11,feynman,benchmarks/ai_transpile/qasm/feynman/hwb11.qasm,chain_wisq_bqskit__wisq_rules,2,wisq_bqskit,wisq_rules,,,15,52290,25855,87789,0,218116,98023,400517,1038.9654324008152,hwb11__wisq_bqskit__wisq_rules
1936,171,hwb11,22,hwb11,feynman,benchmarks/ai_transpile/qasm/feynman/hwb11.qasm,chain_wisq_rules__tket,2,wisq_rules,tket,,,15,52290,25855,87789,0,126176,89925,203220,2979.5647443216294,hwb11__wisq_rules__tket
1937,171,hwb11,22,hwb11,feynman,benchmarks/ai_transpile/qasm/feynman/hwb11.qasm,chain_wisq_rules__wisq_bqskit,2,wisq_rules,wisq_bqskit,,,15,52290,25855,87789,0,218116,98023,400517,956.5505325952544,hwb11__wisq_rules__wisq_bqskit
1938,171,hwb11,22,hwb11,feynman,benchmarks/ai_transpile/qasm/feynman/hwb11.qasm,chain_wisq_rules__wisq_rules,2,wisq_rules,wisq_rules,,,15,52290,25855,87789,0,218116,98023,400517,1354.487043414265,hwb11__wisq_rules__wisq_rules
1943,505,hwb12,23,hwb12,feynman,benchmarks/ai_transpile/qasm/feynman/hwb12.qasm,chain_tket__tket,2,tket,tket,,,20,98611,44833,171482,0,251996,173776,396068,9214.821275381371,hwb12__tket__tket
1944,505,hwb12,23,hwb12,feynman,benchmarks/ai_transpile/qasm/feynman/hwb12.qasm,chain_tket__wisq_bqskit,2,tket,wisq_bqskit,,,20,98611,44833,171482,0,251679,177592,405572,6349.328731665388,hwb12__tket__wisq_bqskit
1945,505,hwb12,23,hwb12,feynman,benchmarks/ai_transpile/qasm/feynman/hwb12.qasm,chain_tket__wisq_rules,2,tket,wisq_rules,,,20,98611,44833,171482,0,251679,177592,405572,6764.7539585810155,hwb12__tket__wisq_rules
1947,507,hwb12,23,hwb12,feynman,benchmarks/ai_transpile/qasm/feynman/hwb12.qasm,chain_wisq_bqskit__tket,2,wisq_bqskit,tket,,,20,98611,44833,171482,0,251946,177598,405865,6279.27958123479,hwb12__wisq_bqskit__tket
1948,507,hwb12,23,hwb12,feynman,benchmarks/ai_transpile/qasm/feynman/hwb12.qasm,chain_wisq_bqskit__wisq_bqskit,2,wisq_bqskit,wisq_bqskit,,,20,98611,44833,171482,0,417862,191803,808352,696.4297726992518,hwb12__wisq_bqskit__wisq_bqskit
1949,507,hwb12,23,hwb12,feynman,benchmarks/ai_transpile/qasm/feynman/hwb12.qasm,chain_wisq_bqskit__wisq_rules,2,wisq_bqskit,wisq_rules,,,20,98611,44833,171482,0,417862,191803,808352,1185.6530486587435,hwb12__wisq_bqskit__wisq_rules
1951,508,hwb12,23,hwb12,feynman,benchmarks/ai_transpile/qasm/feynman/hwb12.qasm,chain_wisq_rules__tket,2,wisq_rules,tket,,,20,98611,44833,171482,0,251946,177598,405865,6818.773105522618,hwb12__wisq_rules__tket
1952,508,hwb12,23,hwb12,feynman,benchmarks/ai_transpile/qasm/feynman/hwb12.qasm,chain_wisq_rules__wisq_bqskit,2,wisq_rules,wisq_bqskit,,,20,98611,44833,171482,0,417862,191803,808352,1017.4286125311628,hwb12__wisq_rules__wisq_bqskit
1953,508,hwb12,23,hwb12,feynman,benchmarks/ai_transpile/qasm/feynman/hwb12.qasm,chain_wisq_rules__wisq_rules,2,wisq_rules,wisq_rules,,,20,98611,44833,171482,0,417862,191803,808352,1442.3078197194263,hwb12__wisq_rules__wisq_rules
1966,595,hwb6,24,hwb6,feynman,benchmarks/ai_transpile/qasm/feynman/hwb6.qasm,chain_tket__tket,2,tket,tket,,,7,62,26,109,0,196,111,299,6.403694591484964,hwb6__tket__tket
1967,595,hwb6,24,hwb6,feynman,benchmarks/ai_transpile/qasm/feynman/hwb6.qasm,chain_tket__wisq_bqskit,2,tket,wisq_bqskit,,,7,62,26,109,0,228,94,394,304.69245487544686,hwb6__tket__wisq_bqskit
1968,595,hwb6,24,hwb6,feynman,benchmarks/ai_transpile/qasm/feynman/hwb6.qasm,chain_tket__wisq_rules,2,tket,wisq_rules,,,7,62,26,109,0,163,98,242,603.6234769448638,hwb6__tket__wisq_rules
1971,598,hwb6,24,hwb6,feynman,benchmarks/ai_transpile/qasm/feynman/hwb6.qasm,chain_wisq_bqskit__tket,2,wisq_bqskit,tket,,,7,62,26,109,0,220,88,400,304.7107822904363,hwb6__wisq_bqskit__tket
1972,598,hwb6,24,hwb6,feynman,benchmarks/ai_transpile/qasm/feynman/hwb6.qasm,chain_wisq_bqskit__wisq_bqskit,2,wisq_bqskit,wisq_bqskit,,,7,62,26,109,0,284,92,546,603.2445646291599,hwb6__wisq_bqskit__wisq_bqskit
1973,598,hwb6,24,hwb6,feynman,benchmarks/ai_transpile/qasm/feynman/hwb6.qasm,chain_wisq_bqskit__wisq_rules,2,wisq_bqskit,wisq_rules,,,7,62,26,109,0,246,96,490,902.1489854706452,hwb6__wisq_bqskit__wisq_rules
1976,599,hwb6,24,hwb6,feynman,benchmarks/ai_transpile/qasm/feynman/hwb6.qasm,chain_wisq_rules__tket,2,wisq_rules,tket,,,7,62,26,109,0,186,99,281,603.0878936601803,hwb6__wisq_rules__tket
1977,599,hwb6,24,hwb6,feynman,benchmarks/ai_transpile/qasm/feynman/hwb6.qasm,chain_wisq_rules__wisq_bqskit,2,wisq_rules,wisq_bqskit,,,7,62,26,109,0,299,96,497,901.9698857711628,hwb6__wisq_rules__wisq_bqskit
1978,599,hwb6,24,hwb6,feynman,benchmarks/ai_transpile/qasm/feynman/hwb6.qasm,chain_wisq_rules__wisq_rules,2,wisq_rules,wisq_rules,,,7,62,26,109,0,216,103,348,1201.0319510130212,hwb6__wisq_rules__wisq_rules
1984,372,hwb8,25,hwb8,feynman,benchmarks/ai_transpile/qasm/feynman/hwb8.qasm,chain_tket__tket,2,tket,tket,,,12,3855,2083,6446,0,9275,6299,14847,238.1707180272788,hwb8__tket__tket
1985,372,hwb8,25,hwb8,feynman,benchmarks/ai_transpile/qasm/feynman/hwb8.qasm,chain_tket__wisq_bqskit,2,tket,wisq_bqskit,,,12,3855,2083,6446,0,9381,6386,15248,425.6978734685108,hwb8__tket__wisq_bqskit
1986,372,hwb8,25,hwb8,feynman,benchmarks/ai_transpile/qasm/feynman/hwb8.qasm,chain_tket__wisq_rules,2,tket,wisq_rules,,,12,3855,2083,6446,0,9285,6381,14950,931.067632147111,hwb8__tket__wisq_rules
1988,374,hwb8,25,hwb8,feynman,benchmarks/ai_transpile/qasm/feynman/hwb8.qasm,chain_wisq_bqskit__tket,2,wisq_bqskit,tket,,,12,3855,2083,6446,0,9298,6401,15122,428.211364870891,hwb8__wisq_bqskit__tket
1989,374,hwb8,25,hwb8,feynman,benchmarks/ai_transpile/qasm/feynman/hwb8.qasm,chain_wisq_bqskit__wisq_bqskit,2,wisq_bqskit,wisq_bqskit,,,12,3855,2083,6446,0,15028,7101,28251,606.5506741311401,hwb8__wisq_bqskit__wisq_bqskit
1990,374,hwb8,25,hwb8,feynman,benchmarks/ai_transpile/qasm/feynman/hwb8.qasm,chain_wisq_bqskit__wisq_rules,2,wisq_bqskit,wisq_rules,,,12,3855,2083,6446,0,14117,7118,26491,915.5089953336864,hwb8__wisq_bqskit__wisq_rules
1992,375,hwb8,25,hwb8,feynman,benchmarks/ai_transpile/qasm/feynman/hwb8.qasm,chain_wisq_rules__tket,2,wisq_rules,tket,,,12,3855,2083,6446,0,9298,6401,15110,722.6288480916992,hwb8__wisq_rules__tket
1993,375,hwb8,25,hwb8,feynman,benchmarks/ai_transpile/qasm/feynman/hwb8.qasm,chain_wisq_rules__wisq_bqskit,2,wisq_rules,wisq_bqskit,,,12,3855,2083,6446,0,13699,7121,25736,904.4377782000228,hwb8__wisq_rules__wisq_bqskit
1994,375,hwb8,25,hwb8,feynman,benchmarks/ai_transpile/qasm/feynman/hwb8.qasm,chain_wisq_rules__wisq_rules,2,wisq_rules,wisq_rules,,,12,3855,2083,6446,0,12454,7127,21925,1214.4742072997617,hwb8__wisq_rules__wisq_rules
2304,252,qaoa_barabasi_albert_N19_3reps,53,qaoa_barabasi_albert_N19_3reps,qaoa,benchmarks/ai_transpile/qasm/qaoa/qaoa_barabasi_albert_N19_3reps.qasm,chain_tket__tket,2,tket,tket,,,19,140,204,401,0,208,204,606,8.993649188429117,qaoa_barabasi_albert_N19_3reps__tket__tket
2305,252,qaoa_barabasi_albert_N19_3reps,53,qaoa_barabasi_albert_N19_3reps,qaoa,benchmarks/ai_transpile/qasm/qaoa/qaoa_barabasi_albert_N19_3reps.qasm,chain_tket__wisq_bqskit,2,tket,wisq_bqskit,,,19,140,204,401,0,246,183,762,306.9751033820212,qaoa_barabasi_albert_N19_3reps__tket__wisq_bqskit
2306,252,qaoa_barabasi_albert_N19_3reps,53,qaoa_barabasi_albert_N19_3reps,qaoa,benchmarks/ai_transpile/qasm/qaoa/qaoa_barabasi_albert_N19_3reps.qasm,chain_tket__wisq_rules,2,tket,wisq_rules,,,19,140,204,401,0,166,182,569,605.1080522453412,qaoa_barabasi_albert_N19_3reps__tket__wisq_rules
2309,255,qaoa_barabasi_albert_N19_3reps,53,qaoa_barabasi_albert_N19_3reps,qaoa,benchmarks/ai_transpile/qasm/qaoa/qaoa_barabasi_albert_N19_3reps.qasm,chain_wisq_bqskit__tket,2,wisq_bqskit,tket,,,19,140,204,401,0,276,190,800,307.89847452379763,qaoa_barabasi_albert_N19_3reps__wisq_bqskit__tket
2310,255,qaoa_barabasi_albert_N19_3reps,53,qaoa_barabasi_albert_N19_3reps,qaoa,benchmarks/ai_transpile/qasm/qaoa/qaoa_barabasi_albert_N19_3reps.qasm,chain_wisq_bqskit__wisq_bqskit,2,wisq_bqskit,wisq_bqskit,,,19,140,204,401,0,318,190,922,610.6196319200099,qaoa_barabasi_albert_N19_3reps__wisq_bqskit__wisq_bqskit
2311,255,qaoa_barabasi_albert_N19_3reps,53,qaoa_barabasi_albert_N19_3reps,qaoa,benchmarks/ai_transpile/qasm/qaoa/qaoa_barabasi_albert_N19_3reps.qasm,chain_wisq_bqskit__wisq_rules,2,wisq_bqskit,wisq_rules,,,19,140,204,401,0,305,189,921,901.8705110019072,qaoa_barabasi_albert_N19_3reps__wisq_bqskit__wisq_rules
2314,256,qaoa_barabasi_albert_N19_3reps,53,qaoa_barabasi_albert_N19_3reps,qaoa,benchmarks/ai_transpile/qasm/qaoa/qaoa_barabasi_albert_N19_3reps.qasm,chain_wisq_rules__tket,2,wisq_rules,tket,,,19,140,204,401,0,141,178,546,605.3873255169019,qaoa_barabasi_albert_N19_3reps__wisq_rules__tket
2315,256,qaoa_barabasi_albert_N19_3reps,53,qaoa_barabasi_albert_N19_3reps,qaoa,benchmarks/ai_transpile/qasm/qaoa/qaoa_barabasi_albert_N19_3reps.qasm,chain_wisq_rules__wisq_bqskit,2,wisq_rules,wisq_bqskit,,,19,140,204,401,0,205,177,727,902.1690962249412,qaoa_barabasi_albert_N19_3reps__wisq_rules__wisq_bqskit
2316,256,qaoa_barabasi_albert_N19_3reps,53,qaoa_barabasi_albert_N19_3reps,qaoa,benchmarks/ai_transpile/qasm/qaoa/qaoa_barabasi_albert_N19_3reps.qasm,chain_wisq_rules__wisq_rules,2,wisq_rules,wisq_rules,,,19,140,204,401,0,148,176,658,1200.2782384175807,qaoa_barabasi_albert_N19_3reps__wisq_rules__wisq_rules
2329,529,qaoa_barabasi_albert_N20_3reps,54,qaoa_barabasi_albert_N20_3reps,qaoa,benchmarks/ai_transpile/qasm/qaoa/qaoa_barabasi_albert_N20_3reps.qasm,chain_tket__tket,2,tket,tket,,,20,149,216,424,0,215,216,642,10.947904972359538,qaoa_barabasi_albert_N20_3reps__tket__tket
