id,parent_circuit_id,parent_circuit,original_circuit_id,original_circuit,original_category,original_circuit_path,chain_name,opt_level,opt_1,opt_2,opt_3,qasm_path,initial_num_qubits,initial_depth,initial_two_qubit_gates,initial_total_gates,final_num_qubits,final_depth,final_two_qubit_gates,final_total_gates,total_runtime_seconds,opt_chain
2330,529,qaoa_barabasi_albert_N20_3reps,54,qaoa_barabasi_albert_N20_3reps,qaoa,benchmarks/ai_transpile/qasm/qaoa/qaoa_barabasi_albert_N20_3reps.qasm,chain_tket__wisq_bqskit,2,tket,wisq_bqskit,,,20,149,216,424,0,193,195,659,314.4010230684653,qaoa_barabasi_albert_N20_3reps__tket__wisq_bqskit
2331,529,qaoa_barabasi_albert_N20_3reps,54,qaoa_barabasi_albert_N20_3reps,qaoa,benchmarks/ai_transpile/qasm/qaoa/qaoa_barabasi_albert_N20_3reps.qasm,chain_tket__wisq_rules,2,tket,wisq_rules,,,20,149,216,424,0,213,203,618,606.6817431254312,qaoa_barabasi_albert_N20_3reps__tket__wisq_rules
2334,532,qaoa_barabasi_albert_N20_3reps,54,qaoa_barabasi_albert_N20_3reps,qaoa,benchmarks/ai_transpile/qasm/qaoa/qaoa_barabasi_albert_N20_3reps.qasm,chain_wisq_bqskit__tket,2,wisq_bqskit,tket,,,20,149,216,424,0,184,210,658,308.63065093383193,qaoa_barabasi_albert_N20_3reps__wisq_bqskit__tket
2335,532,qaoa_barabasi_albert_N20_3reps,54,qaoa_barabasi_albert_N20_3reps,qaoa,benchmarks/ai_transpile/qasm/qaoa/qaoa_barabasi_albert_N20_3reps.qasm,chain_wisq_bqskit__wisq_bqskit,2,wisq_bqskit,wisq_bqskit,,,20,149,216,424,0,228,206,808,624.9101146273315,qaoa_barabasi_albert_N20_3reps__wisq_bqskit__wisq_bqskit
2336,532,qaoa_barabasi_albert_N20_3reps,54,qaoa_barabasi_albert_N20_3reps,qaoa,benchmarks/ai_transpile/qasm/qaoa/qaoa_barabasi_albert_N20_3reps.qasm,chain_wisq_bqskit__wisq_rules,2,wisq_bqskit,wisq_rules,,,20,149,216,424,0,205,198,770,903.0088541433216,qaoa_barabasi_albert_N20_3reps__wisq_bqskit__wisq_rules
2339,533,qaoa_barabasi_albert_N20_3reps,54,qaoa_barabasi_albert_N20_3reps,qaoa,benchmarks/ai_transpile/qasm/qaoa/qaoa_barabasi_albert_N20_3reps.qasm,chain_wisq_rules__tket,2,wisq_rules,tket,,,20,149,216,424,0,142,181,563,605.7105640955269,qaoa_barabasi_albert_N20_3reps__wisq_rules__tket
2340,533,qaoa_barabasi_albert_N20_3reps,54,qaoa_barabasi_albert_N20_3reps,qaoa,benchmarks/ai_transpile/qasm/qaoa/qaoa_barabasi_albert_N20_3reps.qasm,chain_wisq_rules__wisq_bqskit,2,wisq_rules,wisq_bqskit,,,20,149,216,424,0,168,181,689,902.0536319185048,qaoa_barabasi_albert_N20_3reps__wisq_rules__wisq_bqskit
2341,533,qaoa_barabasi_albert_N20_3reps,54,qaoa_barabasi_albert_N20_3reps,qaoa,benchmarks/ai_transpile/qasm/qaoa/qaoa_barabasi_albert_N20_3reps.qasm,chain_wisq_rules__wisq_rules,2,wisq_rules,wisq_rules,,,20,149,216,424,0,186,180,688,1200.2538993721828,qaoa_barabasi_albert_N20_3reps__wisq_rules__wisq_rules
3069,352,qft_N019,83,qft_N019,qft,benchmarks/ai_transpile/qasm/qft/qft_N019.qasm,chain_tket__tket,2,tket,tket,,,19,148,369,920,0,128,342,723,14.377119149081407,qft_N019__tket__tket
3070,352,qft_N019,83,qft_N019,qft,benchmarks/ai_transpile/qasm/qft/qft_N019.qasm,chain_tket__wisq_bqskit,2,tket,wisq_bqskit,,,19,148,369,920,0,413,336,987,309.8023522635922,qft_N019__tket__wisq_bqskit
3071,352,qft_N019,83,qft_N019,qft,benchmarks/ai_transpile/qasm/qft/qft_N019.qasm,chain_tket__wisq_rules,2,tket,wisq_rules,,,19,148,369,920,0,303,331,560,608.2120031118393,qft_N019__tket__wisq_rules
3074,355,qft_N019,83,qft_N019,qft,benchmarks/ai_transpile/qasm/qft/qft_N019.qasm,chain_wisq_bqskit__tket,2,wisq_bqskit,tket,,,19,148,369,920,0,288,348,1042,311.53769823536277,qft_N019__wisq_bqskit__tket
3075,355,qft_N019,83,qft_N019,qft,benchmarks/ai_transpile/qasm/qft/qft_N019.qasm,chain_wisq_bqskit__wisq_bqskit,2,wisq_bqskit,wisq_bqskit,,,19,148,369,920,0,377,367,1243,603.6059751156718,qft_N019__wisq_bqskit__wisq_bqskit
3076,355,qft_N019,83,qft_N019,qft,benchmarks/ai_transpile/qasm/qft/qft_N019.qasm,chain_wisq_bqskit__wisq_rules,2,wisq_bqskit,wisq_rules,,,19,148,369,920,0,505,365,1151,901.7107209758832,qft_N019__wisq_bqskit__wisq_rules
3079,356,qft_N019,83,qft_N019,qft,benchmarks/ai_transpile/qasm/qft/qft_N019.qasm,chain_wisq_rules__tket,2,wisq_rules,tket,,,19,148,369,920,0,296,345,582,609.6216701352969,qft_N019__wisq_rules__tket
3080,356,qft_N019,83,qft_N019,qft,benchmarks/ai_transpile/qasm/qft/qft_N019.qasm,chain_wisq_rules__wisq_bqskit,2,wisq_rules,wisq_bqskit,,,19,148,369,920,0,427,361,925,902.1203579399736,qft_N019__wisq_rules__wisq_bqskit
3081,356,qft_N019,83,qft_N019,qft,benchmarks/ai_transpile/qasm/qft/qft_N019.qasm,chain_wisq_rules__wisq_rules,2,wisq_rules,wisq_rules,,,19,148,369,920,0,386,361,694,1200.1832343740389,qft_N019__wisq_rules__wisq_rules
3092,177,qft_N020,84,qft_N020,qft,benchmarks/ai_transpile/qasm/qft/qft_N020.qasm,chain_tket__tket,2,tket,tket,,,20,156,410,1020,0,135,380,801,14.614162321202455,qft_N020__tket__tket
3093,177,qft_N020,84,qft_N020,qft,benchmarks/ai_transpile/qasm/qft/qft_N020.qasm,chain_tket__wisq_bqskit,2,tket,wisq_bqskit,,,20,156,410,1020,0,340,376,806,309.99752508010715,qft_N020__tket__wisq_bqskit
3094,177,qft_N020,84,qft_N020,qft,benchmarks/ai_transpile/qasm/qft/qft_N020.qasm,chain_tket__wisq_rules,2,tket,wisq_rules,,,20,156,410,1020,0,299,356,616,608.1031596194953,qft_N020__tket__wisq_rules
3097,180,qft_N020,84,qft_N020,qft,benchmarks/ai_transpile/qasm/qft/qft_N020.qasm,chain_wisq_bqskit__tket,2,wisq_bqskit,tket,,,20,156,410,1020,0,190,390,703,310.54737674165517,qft_N020__wisq_bqskit__tket
3098,180,qft_N020,84,qft_N020,qft,benchmarks/ai_transpile/qasm/qft/qft_N020.qasm,chain_wisq_bqskit__wisq_bqskit,2,wisq_bqskit,wisq_bqskit,,,20,156,410,1020,0,402,408,1161,603.297309063375,qft_N020__wisq_bqskit__wisq_bqskit
3099,180,qft_N020,84,qft_N020,qft,benchmarks/ai_transpile/qasm/qft/qft_N020.qasm,chain_wisq_bqskit__wisq_rules,2,wisq_bqskit,wisq_rules,,,20,156,410,1020,0,353,409,775,901.6269207233564,qft_N020__wisq_bqskit__wisq_rules
3102,181,qft_N020,84,qft_N020,qft,benchmarks/ai_transpile/qasm/qft/qft_N020.qasm,chain_wisq_rules__tket,2,wisq_rules,tket,,,20,156,410,1020,0,348,394,664,610.2829621750861,qft_N020__wisq_rules__tket
3103,181,qft_N020,84,qft_N020,qft,benchmarks/ai_transpile/qasm/qft/qft_N020.qasm,chain_wisq_rules__wisq_bqskit,2,wisq_rules,wisq_bqskit,,,20,156,410,1020,0,399,407,773,902.0453330380842,qft_N020__wisq_rules__wisq_bqskit
3104,181,qft_N020,84,qft_N020,qft,benchmarks/ai_transpile/qasm/qft/qft_N020.qasm,chain_wisq_rules__wisq_rules,2,wisq_rules,wisq_rules,,,20,156,410,1020,0,420,407,770,1200.2617932884025,qft_N020__wisq_rules__wisq_rules
3139,126,qpt,34,qpt,feynman,benchmarks/ai_transpile/qasm/feynman/qpt.qasm,chain_tket__tket,2,tket,tket,,,1,4,0,6,0,4,0,4,2.2286978289484978,qpt__tket__tket
3140,126,qpt,34,qpt,feynman,benchmarks/ai_transpile/qasm/feynman/qpt.qasm,chain_tket__wisq_bqskit,2,tket,wisq_bqskit,,,1,4,0,6,0,3,0,3,303.4352007843554,qpt__tket__wisq_bqskit
3141,126,qpt,34,qpt,feynman,benchmarks/ai_transpile/qasm/feynman/qpt.qasm,chain_tket__wisq_rules,2,tket,wisq_rules,,,1,4,0,6,0,3,0,3,604.5551599198952,qpt__tket__wisq_rules
3533,586,qv_N019_12345,102,qv_N019_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N019_12345.qasm,chain_tket__tket,2,tket,tket,,,19,437,513,7353,0,303,489,4104,29.067973573692143,qv_N019_12345__tket__tket
3534,586,qv_N019_12345,102,qv_N019_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N019_12345.qasm,chain_tket__wisq_bqskit,2,tket,wisq_bqskit,,,19,437,513,7353,0,340,489,4168,316.38379050884396,qv_N019_12345__tket__wisq_bqskit
3535,586,qv_N019_12345,102,qv_N019_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N019_12345.qasm,chain_tket__wisq_rules,2,tket,wisq_rules,,,19,437,513,7353,0,290,489,4185,615.0506271822378,qv_N019_12345__tket__wisq_rules
3537,588,qv_N019_12345,102,qv_N019_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N019_12345.qasm,chain_wisq_bqskit__tket,2,wisq_bqskit,tket,,,19,437,513,7353,0,391,489,4688,319.8864440154284,qv_N019_12345__wisq_bqskit__tket
3538,588,qv_N019_12345,102,qv_N019_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N019_12345.qasm,chain_wisq_bqskit__wisq_bqskit,2,wisq_bqskit,wisq_bqskit,,,19,437,513,7353,0,771,507,9593,604.9056146228686,qv_N019_12345__wisq_bqskit__wisq_bqskit
3539,588,qv_N019_12345,102,qv_N019_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N019_12345.qasm,chain_wisq_bqskit__wisq_rules,2,wisq_bqskit,wisq_rules,,,19,437,513,7353,0,747,510,10633,903.673287216574,qv_N019_12345__wisq_bqskit__wisq_rules
3541,589,qv_N019_12345,102,qv_N019_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N019_12345.qasm,chain_wisq_rules__tket,2,wisq_rules,tket,,,19,437,513,7353,0,347,489,4807,617.7031271457672,qv_N019_12345__wisq_rules__tket
3542,589,qv_N019_12345,102,qv_N019_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N019_12345.qasm,chain_wisq_rules__wisq_bqskit,2,wisq_rules,wisq_bqskit,,,19,437,513,7353,0,724,503,10250,904.3260308252648,qv_N019_12345__wisq_rules__wisq_bqskit
3543,589,qv_N019_12345,102,qv_N019_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N019_12345.qasm,chain_wisq_rules__wisq_rules,2,wisq_rules,wisq_rules,,,19,437,513,7353,0,710,513,11735,1202.345197419636,qv_N019_12345__wisq_rules__wisq_rules
3555,154,qv_N020_12345,103,qv_N020_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N020_12345.qasm,chain_tket__tket,2,tket,tket,,,20,460,600,8600,0,317,558,4650,31.28898076247424,qv_N020_12345__tket__tket
3556,154,qv_N020_12345,103,qv_N020_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N020_12345.qasm,chain_tket__wisq_bqskit,2,tket,wisq_bqskit,,,20,460,600,8600,0,352,558,4723,318.9489963715896,qv_N020_12345__tket__wisq_bqskit
3557,154,qv_N020_12345,103,qv_N020_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N020_12345.qasm,chain_tket__wisq_rules,2,tket,wisq_rules,,,20,460,600,8600,0,332,558,4743,617.5188787076622,qv_N020_12345__tket__wisq_rules
3559,157,qv_N020_12345,103,qv_N020_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N020_12345.qasm,chain_wisq_bqskit__tket,2,wisq_bqskit,tket,,,20,460,600,8600,0,391,558,5309,321.2557081580162,qv_N020_12345__wisq_bqskit__tket
3560,157,qv_N020_12345,103,qv_N020_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N020_12345.qasm,chain_wisq_bqskit__wisq_bqskit,2,wisq_bqskit,wisq_bqskit,,,20,460,600,8600,0,781,587,11487,604.9708881527185,qv_N020_12345__wisq_bqskit__wisq_bqskit
3561,157,qv_N020_12345,103,qv_N020_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N020_12345.qasm,chain_wisq_bqskit__wisq_rules,2,wisq_bqskit,wisq_rules,,,20,460,600,8600,0,753,594,12574,904.4551443411036,qv_N020_12345__wisq_bqskit__wisq_rules
3563,158,qv_N020_12345,103,qv_N020_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N020_12345.qasm,chain_wisq_rules__tket,2,wisq_rules,tket,,,20,460,600,8600,0,365,558,5424,620.0104100340977,qv_N020_12345__wisq_rules__tket
3564,158,qv_N020_12345,103,qv_N020_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N020_12345.qasm,chain_wisq_rules__wisq_bqskit,2,wisq_rules,wisq_bqskit,,,20,460,600,8600,0,764,585,12391,904.2862997977064,qv_N020_12345__wisq_rules__wisq_bqskit
3565,158,qv_N020_12345,103,qv_N020_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N020_12345.qasm,chain_wisq_rules__wisq_rules,2,wisq_rules,wisq_rules,,,20,460,600,8600,0,751,600,13838,1203.248253857717,qv_N020_12345__wisq_rules__wisq_rules
3579,197,rb,35,rb,feynman,benchmarks/ai_transpile/qasm/feynman/rb.qasm,chain_tket__wisq_bqskit,2,tket,wisq_bqskit,,,2,8,6,13,0,0,0,0,314.4292663708329,rb__tket__wisq_bqskit
3583,200,rb,35,rb,feynman,benchmarks/ai_transpile/qasm/feynman/rb.qasm,chain_wisq_bqskit__tket,2,wisq_bqskit,tket,,,2,8,6,13,0,0,0,0,301.48104350455105,rb__wisq_bqskit__tket
3584,200,rb,35,rb,feynman,benchmarks/ai_transpile/qasm/feynman/rb.qasm,chain_wisq_bqskit__wisq_bqskit,2,wisq_bqskit,wisq_bqskit,,,2,8,6,13,0,0,0,0,304.34139511175454,rb__wisq_bqskit__wisq_bqskit
3585,200,rb,35,rb,feynman,benchmarks/ai_transpile/qasm/feynman/rb.qasm,chain_wisq_bqskit__wisq_rules,2,wisq_bqskit,wisq_rules,,,2,8,6,13,0,0,0,0,901.4369988106192,rb__wisq_bqskit__wisq_rules
3588,201,rb,35,rb,feynman,benchmarks/ai_transpile/qasm/feynman/rb.qasm,chain_wisq_rules__tket,2,wisq_rules,tket,,,2,8,6,13,0,0,0,0,600.8364170724526,rb__wisq_rules__tket
3589,201,rb,35,rb,feynman,benchmarks/ai_transpile/qasm/feynman/rb.qasm,chain_wisq_rules__wisq_bqskit,2,wisq_rules,wisq_bqskit,,,2,8,6,13,0,0,0,0,901.0883130552248,rb__wisq_rules__wisq_bqskit
3627,485,real_amplitudes_12,104,real_amplitudes_12,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_12.qasm,chain_tket__tket,2,tket,tket,,,12,16,22,58,0,35,22,160,3.7934626284986734,real_amplitudes_12__tket__tket
3632,488,real_amplitudes_12,104,real_amplitudes_12,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_12.qasm,chain_wisq_bqskit__tket,2,wisq_bqskit,tket,,,12,16,22,58,0,35,22,160,303.18451737146825,real_amplitudes_12__wisq_bqskit__tket
3633,488,real_amplitudes_12,104,real_amplitudes_12,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_12.qasm,chain_wisq_bqskit__wisq_bqskit,2,wisq_bqskit,wisq_bqskit,,,12,16,22,58,0,25,22,166,603.7616206621751,real_amplitudes_12__wisq_bqskit__wisq_bqskit
3634,488,real_amplitudes_12,104,real_amplitudes_12,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_12.qasm,chain_wisq_bqskit__wisq_rules,2,wisq_bqskit,wisq_rules,,,12,16,22,58,0,25,22,166,901.714164443314,real_amplitudes_12__wisq_bqskit__wisq_rules
3637,489,real_amplitudes_12,104,real_amplitudes_12,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_12.qasm,chain_wisq_rules__tket,2,wisq_rules,tket,,,12,16,22,58,0,35,22,160,601.5558692356572,real_amplitudes_12__wisq_rules__tket
3638,489,real_amplitudes_12,104,real_amplitudes_12,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_12.qasm,chain_wisq_rules__wisq_bqskit,2,wisq_rules,wisq_bqskit,,,12,16,22,58,0,25,22,166,902.0987148806452,real_amplitudes_12__wisq_rules__wisq_bqskit
3639,489,real_amplitudes_12,104,real_amplitudes_12,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_12.qasm,chain_wisq_rules__wisq_rules,2,wisq_rules,wisq_rules,,,12,16,22,58,0,25,22,166,1200.1047403449193,real_amplitudes_12__wisq_rules__wisq_rules
3702,500,real_amplitudes_8,107,real_amplitudes_8,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_8.qasm,chain_tket__tket,2,tket,tket,,,8,15,21,53,0,33,21,140,3.2795302849262953,real_amplitudes_8__tket__tket
3707,503,real_amplitudes_8,107,real_amplitudes_8,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_8.qasm,chain_wisq_bqskit__tket,2,wisq_bqskit,tket,,,8,15,21,53,0,33,21,140,302.9741416145116,real_amplitudes_8__wisq_bqskit__tket
3708,503,real_amplitudes_8,107,real_amplitudes_8,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_8.qasm,chain_wisq_bqskit__wisq_bqskit,2,wisq_bqskit,wisq_bqskit,,,8,15,21,53,0,27,21,149,603.7244477886707,real_amplitudes_8__wisq_bqskit__wisq_bqskit
3709,503,real_amplitudes_8,107,real_amplitudes_8,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_8.qasm,chain_wisq_bqskit__wisq_rules,2,wisq_bqskit,wisq_rules,,,8,15,21,53,0,27,21,149,901.6940419450402,real_amplitudes_8__wisq_bqskit__wisq_rules
3712,504,real_amplitudes_8,107,real_amplitudes_8,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_8.qasm,chain_wisq_rules__tket,2,wisq_rules,tket,,,8,15,21,53,0,33,21,140,601.4093341194093,real_amplitudes_8__wisq_rules__tket
3713,504,real_amplitudes_8,107,real_amplitudes_8,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_8.qasm,chain_wisq_rules__wisq_bqskit,2,wisq_rules,wisq_bqskit,,,8,15,21,53,0,27,21,149,902.0082194944844,real_amplitudes_8__wisq_rules__wisq_bqskit
3714,504,real_amplitudes_8,107,real_amplitudes_8,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_8.qasm,chain_wisq_rules__wisq_rules,2,wisq_rules,wisq_rules,,,8,15,21,53,0,27,21,149,1200.1029968634248,real_amplitudes_8__wisq_rules__wisq_rules
3728,480,real_amplitudes_8_r2,108,real_amplitudes_8_r2,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_8_r2.qasm,chain_tket__wisq_bqskit,2,tket,wisq_bqskit,,,8,12,14,38,0,3,6,6,304.05093239527196,real_amplitudes_8_r2__tket__wisq_bqskit
3733,483,real_amplitudes_8_r2,108,real_amplitudes_8_r2,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_8_r2.qasm,chain_wisq_bqskit__wisq_bqskit,2,wisq_bqskit,wisq_bqskit,,,8,12,14,38,0,3,6,6,604.4212097674608,real_amplitudes_8_r2__wisq_bqskit__wisq_bqskit
3826,490,tof_10,39,tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/tof_10.qasm,chain_tket__tket,2,tket,tket,,,19,53,0,85,0,197,102,290,5.120621825568378,tof_10__tket__tket
3827,490,tof_10,39,tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/tof_10.qasm,chain_tket__wisq_bqskit,2,tket,wisq_bqskit,,,19,53,0,85,0,262,92,391,304.5459098778665,tof_10__tket__wisq_bqskit
3828,490,tof_10,39,tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/tof_10.qasm,chain_tket__wisq_rules,2,tket,wisq_rules,,,19,53,0,85,0,141,86,233,602.8771570520476,tof_10__tket__wisq_rules
3831,493,tof_10,39,tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/tof_10.qasm,chain_wisq_bqskit__tket,2,wisq_bqskit,tket,,,19,53,0,85,0,190,80,321,303.29350703023374,tof_10__wisq_bqskit__tket
3832,493,tof_10,39,tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/tof_10.qasm,chain_wisq_bqskit__wisq_bqskit,2,wisq_bqskit,wisq_bqskit,,,19,53,0,85,0,257,74,455,602.9702966650948,tof_10__wisq_bqskit__wisq_bqskit
3833,493,tof_10,39,tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/tof_10.qasm,chain_wisq_bqskit__wisq_rules,2,wisq_bqskit,wisq_rules,,,19,53,0,85,0,220,80,386,901.3948216522112,tof_10__wisq_bqskit__wisq_rules
3836,494,tof_10,39,tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/tof_10.qasm,chain_wisq_rules__tket,2,wisq_rules,tket,,,19,53,0,85,0,159,87,261,602.2883924795315,tof_10__wisq_rules__tket
3837,494,tof_10,39,tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/tof_10.qasm,chain_wisq_rules__wisq_bqskit,2,wisq_rules,wisq_bqskit,,,19,53,0,85,0,264,85,397,901.7787960246204,tof_10__wisq_rules__wisq_bqskit
3838,494,tof_10,39,tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/tof_10.qasm,chain_wisq_rules__wisq_rules,2,wisq_rules,wisq_rules,,,19,53,0,85,0,202,87,295,1200.139071630314,tof_10__wisq_rules__wisq_rules
10956,779,artifact_qpt__qiskit_standard,34,qpt,feynman,benchmarks/ai_transpile/qasm/feynman/qpt.qasm,chain_wisq_bqskit__tket,2,wisq_bqskit,tket,,,1,4,0,6,0,3,0,3,302.5246209548786,qpt__wisq_bqskit__tket
10957,779,artifact_qpt__qiskit_standard,34,qpt,feynman,benchmarks/ai_transpile/qasm/feynman/qpt.qasm,chain_wisq_bqskit__wisq_bqskit,2,wisq_bqskit,wisq_bqskit,,,1,4,0,6,0,3,0,3,602.5305802775547,qpt__wisq_bqskit__wisq_bqskit
10958,779,artifact_qpt__qiskit_standard,34,qpt,feynman,benchmarks/ai_transpile/qasm/feynman/qpt.qasm,chain_wisq_bqskit__wisq_rules,2,wisq_bqskit,wisq_rules,,,1,4,0,6,0,3,0,3,901.6356420889496,qpt__wisq_bqskit__wisq_rules
10961,780,artifact_qpt__qiskit_standard,34,qpt,feynman,benchmarks/ai_transpile/qasm/feynman/qpt.qasm,chain_wisq_rules__tket,2,wisq_rules,tket,,,1,4,0,6,0,3,0,3,762.1057834662497,qpt__wisq_rules__tket
10962,780,artifact_qpt__qiskit_standard,34,qpt,feynman,benchmarks/ai_transpile/qasm/feynman/qpt.qasm,chain_wisq_rules__wisq_bqskit,2,wisq_rules,wisq_bqskit,,,1,4,0,6,0,3,0,3,1062.370210745372,qpt__wisq_rules__wisq_bqskit
10963,780,artifact_qpt__qiskit_standard,34,qpt,feynman,benchmarks/ai_transpile/qasm/feynman/qpt.qasm,chain_wisq_rules__wisq_rules,2,wisq_rules,wisq_rules,,,1,4,0,6,0,3,0,3,1361.5498537123203,qpt__wisq_rules__wisq_rules
14493,1758,W-state,6,W-state,feynman,benchmarks/ai_transpile/qasm/feynman/W-state.qasm,chain3_tket__tket__tket,3,tket,tket,tket,,3,6,2,9,0,21,6,29,2.292155146598816,W-state__tket__tket__tket
14494,1758,W-state,6,W-state,feynman,benchmarks/ai_transpile/qasm/feynman/W-state.qasm,chain3_tket__tket__wisq_bqskit,3,tket,tket,wisq_bqskit,,3,6,2,9,0,20,6,26,366.81494462955743,W-state__tket__tket__wisq_bqskit
14495,1758,W-state,6,W-state,feynman,benchmarks/ai_transpile/qasm/feynman/W-state.qasm,chain3_tket__tket__wisq_rules,3,tket,tket,wisq_rules,,3,6,2,9,0,20,6,26,602.1297259051353,W-state__tket__tket__wisq_rules
14498,1761,W-state,6,W-state,feynman,benchmarks/ai_transpile/qasm/feynman/W-state.qasm,chain3_tket__wisq_bqskit__tket,3,tket,wisq_bqskit,tket,,3,6,2,9,0,21,6,27,379.6546173337847,W-state__tket__wisq_bqskit__tket
14499,1761,W-state,6,W-state,feynman,benchmarks/ai_transpile/qasm/feynman/W-state.qasm,chain3_tket__wisq_bqskit__wisq_bqskit,3,tket,wisq_bqskit,wisq_bqskit,,3,6,2,9,0,21,6,27,679.7322748750448,W-state__tket__wisq_bqskit__wisq_bqskit
14500,1761,W-state,6,W-state,feynman,benchmarks/ai_transpile/qasm/feynman/W-state.qasm,chain3_tket__wisq_bqskit__wisq_rules,3,tket,wisq_bqskit,wisq_rules,,3,6,2,9,0,21,6,27,979.2888118205592,W-state__tket__wisq_bqskit__wisq_rules
14503,1762,W-state,6,W-state,feynman,benchmarks/ai_transpile/qasm/feynman/W-state.qasm,chain3_tket__wisq_rules__tket,3,tket,wisq_rules,tket,,3,6,2,9,0,21,6,27,602.0600100848824,W-state__tket__wisq_rules__tket
14504,1762,W-state,6,W-state,feynman,benchmarks/ai_transpile/qasm/feynman/W-state.qasm,chain3_tket__wisq_rules__wisq_bqskit,3,tket,wisq_rules,wisq_bqskit,,3,6,2,9,0,21,6,27,901.8615019768476,W-state__tket__wisq_rules__wisq_bqskit
14505,1762,W-state,6,W-state,feynman,benchmarks/ai_transpile/qasm/feynman/W-state.qasm,chain3_tket__wisq_rules__wisq_rules,3,tket,wisq_rules,wisq_rules,,3,6,2,9,0,21,6,27,1201.594946495257,W-state__tket__wisq_rules__wisq_rules
14568,2665,adder,7,adder,feynman,benchmarks/ai_transpile/qasm/feynman/adder.qasm,chain3_tket__tket__tket,3,tket,tket,tket,,10,11,1,19,0,119,61,170,4.299122923985124,adder__tket__tket__tket
14569,2665,adder,7,adder,feynman,benchmarks/ai_transpile/qasm/feynman/adder.qasm,chain3_tket__tket__wisq_bqskit,3,tket,tket,wisq_bqskit,,10,11,1,19,0,193,43,365,303.5845120334998,adder__tket__tket__wisq_bqskit
14570,2665,adder,7,adder,feynman,benchmarks/ai_transpile/qasm/feynman/adder.qasm,chain3_tket__tket__wisq_rules,3,tket,tket,wisq_rules,,10,11,1,19,0,117,52,144,603.2532794037834,adder__tket__tket__wisq_rules
14573,2668,adder,7,adder,feynman,benchmarks/ai_transpile/qasm/feynman/adder.qasm,chain3_tket__wisq_bqskit__tket,3,tket,wisq_bqskit,tket,,10,11,1,19,0,196,45,318,390.9065831480548,adder__tket__wisq_bqskit__tket
14574,2668,adder,7,adder,feynman,benchmarks/ai_transpile/qasm/feynman/adder.qasm,chain3_tket__wisq_bqskit__wisq_bqskit,3,tket,wisq_bqskit,wisq_bqskit,,10,11,1,19,0,191,43,354,689.8396861283109,adder__tket__wisq_bqskit__wisq_bqskit
14575,2668,adder,7,adder,feynman,benchmarks/ai_transpile/qasm/feynman/adder.qasm,chain3_tket__wisq_bqskit__wisq_rules,3,tket,wisq_bqskit,wisq_rules,,10,11,1,19,0,206,45,360,989.5064871413632,adder__tket__wisq_bqskit__wisq_rules
14578,2669,adder,7,adder,feynman,benchmarks/ai_transpile/qasm/feynman/adder.qasm,chain3_tket__wisq_rules__tket,3,tket,wisq_rules,tket,,10,11,1,19,0,125,49,147,603.2841237010434,adder__tket__wisq_rules__tket
