id,parent_circuit_id,parent_circuit,original_circuit_id,original_circuit,original_category,original_circuit_path,chain_name,opt_level,opt_1,opt_2,opt_3,artifact_path,initial_num_qubits,initial_depth,initial_two_qubit_gates,initial_total_gates,final_num_qubits,final_depth,final_two_qubit_gates,final_total_gates,total_runtime_seconds,opt_chain
15425,625,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_qiskit_standard__qiskit_standard__qiskit_standard,3,qiskit_standard,qiskit_standard,qiskit_standard,,12,19,22,94,0,13,22,22,0.6784123629331589,efficient_su2_12_r2__qiskit_standard__qiskit_standard__qiskit_standard
15426,625,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_qiskit_standard__qiskit_standard__tket,3,qiskit_standard,qiskit_standard,tket,,12,19,22,94,0,13,22,22,1.5838532857596874,efficient_su2_12_r2__qiskit_standard__qiskit_standard__tket
15427,625,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_qiskit_standard__qiskit_standard__wisq_bqskit,3,qiskit_standard,qiskit_standard,wisq_bqskit,,12,19,22,94,0,5,10,10,387.60109373088926,efficient_su2_12_r2__qiskit_standard__qiskit_standard__wisq_bqskit
15428,625,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_qiskit_standard__qiskit_standard__wisq_rules,3,qiskit_standard,qiskit_standard,wisq_rules,,12,19,22,94,0,5,10,10,600.8016658965498,efficient_su2_12_r2__qiskit_standard__qiskit_standard__wisq_rules
15429,624,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_qiskit_standard__tket__qiskit_ai,3,qiskit_standard,tket,qiskit_ai,,12,19,22,94,0,13,22,22,2.009176169522106,efficient_su2_12_r2__qiskit_standard__tket__qiskit_ai
15430,624,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_qiskit_standard__tket__qiskit_standard,3,qiskit_standard,tket,qiskit_standard,,12,19,22,94,0,13,22,22,1.656720613129437,efficient_su2_12_r2__qiskit_standard__tket__qiskit_standard
15431,624,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_qiskit_standard__tket__tket,3,qiskit_standard,tket,tket,,12,19,22,94,0,13,22,22,2.8501279447227716,efficient_su2_12_r2__qiskit_standard__tket__tket
15432,624,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_qiskit_standard__tket__wisq_bqskit,3,qiskit_standard,tket,wisq_bqskit,,12,19,22,94,0,5,10,10,385.9452429059893,efficient_su2_12_r2__qiskit_standard__tket__wisq_bqskit
15433,624,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_qiskit_standard__tket__wisq_rules,3,qiskit_standard,tket,wisq_rules,,12,19,22,94,0,5,10,10,602.0898540578783,efficient_su2_12_r2__qiskit_standard__tket__wisq_rules
15434,627,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_qiskit_standard__wisq_bqskit__qiskit_ai,3,qiskit_standard,wisq_bqskit,qiskit_ai,,12,19,22,94,0,5,10,10,498.3631664402783,efficient_su2_12_r2__qiskit_standard__wisq_bqskit__qiskit_ai
15435,627,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_qiskit_standard__wisq_bqskit__qiskit_standard,3,qiskit_standard,wisq_bqskit,qiskit_standard,,12,19,22,94,0,5,10,10,498.1487152101472,efficient_su2_12_r2__qiskit_standard__wisq_bqskit__qiskit_standard
15436,627,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_qiskit_standard__wisq_bqskit__tket,3,qiskit_standard,wisq_bqskit,tket,,12,19,22,94,0,5,10,10,498.8870423389599,efficient_su2_12_r2__qiskit_standard__wisq_bqskit__tket
15437,627,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_qiskit_standard__wisq_bqskit__wisq_bqskit,3,qiskit_standard,wisq_bqskit,wisq_bqskit,,12,19,22,94,0,5,10,10,857.4367802022025,efficient_su2_12_r2__qiskit_standard__wisq_bqskit__wisq_bqskit
15438,627,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_qiskit_standard__wisq_bqskit__wisq_rules,3,qiskit_standard,wisq_bqskit,wisq_rules,,12,19,22,94,0,5,10,10,1098.5728789819404,efficient_su2_12_r2__qiskit_standard__wisq_bqskit__wisq_rules
15439,628,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_qiskit_standard__wisq_rules__qiskit_ai,3,qiskit_standard,wisq_rules,qiskit_ai,,12,19,22,94,0,5,10,10,600.8585410648957,efficient_su2_12_r2__qiskit_standard__wisq_rules__qiskit_ai
15440,628,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_qiskit_standard__wisq_rules__qiskit_standard,3,qiskit_standard,wisq_rules,qiskit_standard,,12,19,22,94,0,5,10,10,600.6177459154278,efficient_su2_12_r2__qiskit_standard__wisq_rules__qiskit_standard
15441,628,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_qiskit_standard__wisq_rules__tket,3,qiskit_standard,wisq_rules,tket,,12,19,22,94,0,5,10,10,601.4586411714554,efficient_su2_12_r2__qiskit_standard__wisq_rules__tket
15442,628,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_qiskit_standard__wisq_rules__wisq_bqskit,3,qiskit_standard,wisq_rules,wisq_bqskit,,12,19,22,94,0,5,10,10,984.340889569372,efficient_su2_12_r2__qiskit_standard__wisq_rules__wisq_bqskit
15443,628,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_qiskit_standard__wisq_rules__wisq_rules,3,qiskit_standard,wisq_rules,wisq_rules,,12,19,22,94,0,5,10,10,1200.9964353041723,efficient_su2_12_r2__qiskit_standard__wisq_rules__wisq_rules
15444,709,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_tket__qiskit_ai__qiskit_ai,3,tket,qiskit_ai,qiskit_ai,,12,19,22,94,0,13,22,22,2.95414328109473,efficient_su2_12_r2__tket__qiskit_ai__qiskit_ai
15445,709,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_tket__qiskit_ai__qiskit_standard,3,tket,qiskit_ai,qiskit_standard,,12,19,22,94,0,13,22,22,2.783733288757503,efficient_su2_12_r2__tket__qiskit_ai__qiskit_standard
15446,709,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_tket__qiskit_ai__tket,3,tket,qiskit_ai,tket,,12,19,22,94,0,13,22,22,3.569011928513646,efficient_su2_12_r2__tket__qiskit_ai__tket
15447,709,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_tket__qiskit_ai__wisq_bqskit,3,tket,qiskit_ai,wisq_bqskit,,12,19,22,94,0,5,10,10,361.89541359525174,efficient_su2_12_r2__tket__qiskit_ai__wisq_bqskit
15448,709,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_tket__qiskit_ai__wisq_rules,3,tket,qiskit_ai,wisq_rules,,12,19,22,94,0,5,10,10,603.0405753478408,efficient_su2_12_r2__tket__qiskit_ai__wisq_rules
15449,708,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_tket__qiskit_standard__qiskit_ai,3,tket,qiskit_standard,qiskit_ai,,12,19,22,94,0,13,22,22,2.533181187696755,efficient_su2_12_r2__tket__qiskit_standard__qiskit_ai
15450,708,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_tket__qiskit_standard__qiskit_standard,3,tket,qiskit_standard,qiskit_standard,,12,19,22,94,0,13,22,22,2.239156788215041,efficient_su2_12_r2__tket__qiskit_standard__qiskit_standard
15451,708,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_tket__qiskit_standard__tket,3,tket,qiskit_standard,tket,,12,19,22,94,0,13,22,22,3.3303070133551955,efficient_su2_12_r2__tket__qiskit_standard__tket
15452,708,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_tket__qiskit_standard__wisq_bqskit,3,tket,qiskit_standard,wisq_bqskit,,12,19,22,94,0,5,10,10,374.132959109731,efficient_su2_12_r2__tket__qiskit_standard__wisq_bqskit
15453,708,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_tket__qiskit_standard__wisq_rules,3,tket,qiskit_standard,wisq_rules,,12,19,22,94,0,5,10,10,603.6333130244166,efficient_su2_12_r2__tket__qiskit_standard__wisq_rules
15454,707,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_tket__tket__qiskit_ai,3,tket,tket,qiskit_ai,,12,19,22,94,0,13,22,22,3.742165133357048,efficient_su2_12_r2__tket__tket__qiskit_ai
15455,707,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_tket__tket__qiskit_standard,3,tket,tket,qiskit_standard,,12,19,22,94,0,13,22,22,3.41981101501733,efficient_su2_12_r2__tket__tket__qiskit_standard
15459,710,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_tket__wisq_bqskit__qiskit_ai,3,tket,wisq_bqskit,qiskit_ai,,12,19,22,94,0,5,10,10,806.2213144050911,efficient_su2_12_r2__tket__wisq_bqskit__qiskit_ai
15460,710,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_tket__wisq_bqskit__qiskit_standard,3,tket,wisq_bqskit,qiskit_standard,,12,19,22,94,0,5,10,10,806.0033615799621,efficient_su2_12_r2__tket__wisq_bqskit__qiskit_standard
15464,711,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_tket__wisq_rules__qiskit_ai,3,tket,wisq_rules,qiskit_ai,,12,19,22,94,0,5,10,10,602.926046856679,efficient_su2_12_r2__tket__wisq_rules__qiskit_ai
15465,711,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_tket__wisq_rules__qiskit_standard,3,tket,wisq_rules,qiskit_standard,,12,19,22,94,0,5,10,10,602.7335922792554,efficient_su2_12_r2__tket__wisq_rules__qiskit_standard
15469,1515,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_bqskit__qiskit_ai__qiskit_ai,3,wisq_bqskit,qiskit_ai,qiskit_ai,,12,19,22,94,0,50,28,94,312.2089802790433,efficient_su2_12_r2__wisq_bqskit__qiskit_ai__qiskit_ai
15470,1515,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_bqskit__qiskit_ai__qiskit_standard,3,wisq_bqskit,qiskit_ai,qiskit_standard,,12,19,22,94,0,43,28,70,311.4455967573449,efficient_su2_12_r2__wisq_bqskit__qiskit_ai__qiskit_standard
15471,1515,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_bqskit__qiskit_ai__tket,3,wisq_bqskit,qiskit_ai,tket,,12,19,22,94,0,32,16,66,312.4039007211104,efficient_su2_12_r2__wisq_bqskit__qiskit_ai__tket
15472,1515,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_bqskit__qiskit_ai__wisq_bqskit,3,wisq_bqskit,qiskit_ai,wisq_bqskit,,12,19,22,94,0,62,19,155,689.5115366997197,efficient_su2_12_r2__wisq_bqskit__qiskit_ai__wisq_bqskit
15473,1515,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_bqskit__qiskit_ai__wisq_rules,3,wisq_bqskit,qiskit_ai,wisq_rules,,12,19,22,94,0,45,25,91,911.7273618755862,efficient_su2_12_r2__wisq_bqskit__qiskit_ai__wisq_rules
15474,1514,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_bqskit__qiskit_standard__qiskit_ai,3,wisq_bqskit,qiskit_standard,qiskit_ai,,12,19,22,94,0,36,23,65,311.51660322770476,efficient_su2_12_r2__wisq_bqskit__qiskit_standard__qiskit_ai
15475,1514,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_bqskit__qiskit_standard__qiskit_standard,3,wisq_bqskit,qiskit_standard,qiskit_standard,,12,19,22,94,0,43,28,70,311.13820211868733,efficient_su2_12_r2__wisq_bqskit__qiskit_standard__qiskit_standard
15476,1514,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_bqskit__qiskit_standard__tket,3,wisq_bqskit,qiskit_standard,tket,,12,19,22,94,0,27,16,54,312.12710950896144,efficient_su2_12_r2__wisq_bqskit__qiskit_standard__tket
15477,1514,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_bqskit__qiskit_standard__wisq_bqskit,3,wisq_bqskit,qiskit_standard,wisq_bqskit,,12,19,22,94,0,53,22,139,680.6204370325431,efficient_su2_12_r2__wisq_bqskit__qiskit_standard__wisq_bqskit
15478,1514,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_bqskit__qiskit_standard__wisq_rules,3,wisq_bqskit,qiskit_standard,wisq_rules,,12,19,22,94,0,38,26,65,911.6052038874476,efficient_su2_12_r2__wisq_bqskit__qiskit_standard__wisq_rules
15479,1513,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_bqskit__tket__qiskit_ai,3,wisq_bqskit,tket,qiskit_ai,,12,19,22,94,0,39,20,70,313.41870453953743,efficient_su2_12_r2__wisq_bqskit__tket__qiskit_ai
15480,1513,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_bqskit__tket__qiskit_standard,3,wisq_bqskit,tket,qiskit_standard,,12,19,22,94,0,44,26,72,313.1064311088994,efficient_su2_12_r2__wisq_bqskit__tket__qiskit_standard
15484,1516,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_bqskit__wisq_bqskit__qiskit_ai,3,wisq_bqskit,wisq_bqskit,qiskit_ai,,12,19,22,94,0,5,10,10,828.1502339886501,efficient_su2_12_r2__wisq_bqskit__wisq_bqskit__qiskit_ai
15485,1516,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_bqskit__wisq_bqskit__qiskit_standard,3,wisq_bqskit,wisq_bqskit,qiskit_standard,,12,19,22,94,0,5,10,10,827.9238165775314,efficient_su2_12_r2__wisq_bqskit__wisq_bqskit__qiskit_standard
15489,1517,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_bqskit__wisq_rules__qiskit_ai,3,wisq_bqskit,wisq_rules,qiskit_ai,,12,19,22,94,0,47,20,86,911.7243852009996,efficient_su2_12_r2__wisq_bqskit__wisq_rules__qiskit_ai
15490,1517,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_bqskit__wisq_rules__qiskit_standard,3,wisq_bqskit,wisq_rules,qiskit_standard,,12,19,22,94,0,40,28,68,911.3585972627624,efficient_su2_12_r2__wisq_bqskit__wisq_rules__qiskit_standard
15494,1820,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_rules__qiskit_ai__qiskit_ai,3,wisq_rules,qiskit_ai,qiskit_ai,,12,19,22,94,0,25,22,166,601.1573136579245,efficient_su2_12_r2__wisq_rules__qiskit_ai__qiskit_ai
15495,1820,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_rules__qiskit_ai__qiskit_standard,3,wisq_rules,qiskit_ai,qiskit_standard,,12,19,22,94,0,13,22,22,600.805470415391,efficient_su2_12_r2__wisq_rules__qiskit_ai__qiskit_standard
15496,1820,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_rules__qiskit_ai__tket,3,wisq_rules,qiskit_ai,tket,,12,19,22,94,0,13,22,22,602.2218302004039,efficient_su2_12_r2__wisq_rules__qiskit_ai__tket
15497,1820,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_rules__qiskit_ai__wisq_bqskit,3,wisq_rules,qiskit_ai,wisq_bqskit,,12,19,22,94,0,22,10,34,983.0253136008978,efficient_su2_12_r2__wisq_rules__qiskit_ai__wisq_bqskit
15498,1820,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_rules__qiskit_ai__wisq_rules,3,wisq_rules,qiskit_ai,wisq_rules,,12,19,22,94,0,25,22,166,1201.2748469468206,efficient_su2_12_r2__wisq_rules__qiskit_ai__wisq_rules
15499,1819,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_rules__qiskit_standard__qiskit_ai,3,wisq_rules,qiskit_standard,qiskit_ai,,12,19,22,94,0,13,22,22,600.7283589355648,efficient_su2_12_r2__wisq_rules__qiskit_standard__qiskit_ai
15500,1819,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_rules__qiskit_standard__qiskit_standard,3,wisq_rules,qiskit_standard,qiskit_standard,,12,19,22,94,0,13,22,22,600.4295354224741,efficient_su2_12_r2__wisq_rules__qiskit_standard__qiskit_standard
15501,1819,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_rules__qiskit_standard__tket,3,wisq_rules,qiskit_standard,tket,,12,19,22,94,0,13,22,22,601.7212156495079,efficient_su2_12_r2__wisq_rules__qiskit_standard__tket
15502,1819,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_rules__qiskit_standard__wisq_bqskit,3,wisq_rules,qiskit_standard,wisq_bqskit,,12,19,22,94,0,5,10,10,987.4936930397524,efficient_su2_12_r2__wisq_rules__qiskit_standard__wisq_bqskit
15503,1819,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_rules__qiskit_standard__wisq_rules,3,wisq_rules,qiskit_standard,wisq_rules,,12,19,22,94,0,5,10,10,1200.9149128645658,efficient_su2_12_r2__wisq_rules__qiskit_standard__wisq_rules
15504,1818,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_rules__tket__qiskit_ai,3,wisq_rules,tket,qiskit_ai,,12,19,22,94,0,13,22,22,601.7822600267828,efficient_su2_12_r2__wisq_rules__tket__qiskit_ai
15505,1818,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_rules__tket__qiskit_standard,3,wisq_rules,tket,qiskit_standard,,12,19,22,94,0,13,22,22,601.4656928107142,efficient_su2_12_r2__wisq_rules__tket__qiskit_standard
15509,1821,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_rules__wisq_bqskit__qiskit_ai,3,wisq_rules,wisq_bqskit,qiskit_ai,,12,19,22,94,0,26,10,89,1085.4686582228169,efficient_su2_12_r2__wisq_rules__wisq_bqskit__qiskit_ai
15510,1821,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_rules__wisq_bqskit__qiskit_standard,3,wisq_rules,wisq_bqskit,qiskit_standard,,12,19,22,94,0,22,10,77,1085.2097325129434,efficient_su2_12_r2__wisq_rules__wisq_bqskit__qiskit_standard
15514,1822,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_rules__wisq_rules__qiskit_ai,3,wisq_rules,wisq_rules,qiskit_ai,,12,19,22,94,0,25,22,166,1201.5000849450007,efficient_su2_12_r2__wisq_rules__wisq_rules__qiskit_ai
15515,1822,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,chain3_wisq_rules__wisq_rules__qiskit_standard,3,wisq_rules,wisq_rules,qiskit_standard,,12,19,22,94,0,13,22,22,1201.1642620088533,efficient_su2_12_r2__wisq_rules__wisq_rules__qiskit_standard
15519,2255,efficient_su2_16,4,efficient_su2_16,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_16.qasm,chain3_qiskit_ai__qiskit_standard__qiskit_standard,3,qiskit_ai,qiskit_standard,qiskit_standard,,16,33,120,184,0,153,226,434,4.4371067974716425,efficient_su2_16__qiskit_ai__qiskit_standard__qiskit_standard
15520,2255,efficient_su2_16,4,efficient_su2_16,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_16.qasm,chain3_qiskit_ai__qiskit_standard__tket,3,qiskit_ai,qiskit_standard,tket,,16,33,120,184,0,92,103,306,7.842373382300139,efficient_su2_16__qiskit_ai__qiskit_standard__tket
15521,2255,efficient_su2_16,4,efficient_su2_16,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_16.qasm,chain3_qiskit_ai__qiskit_standard__wisq_bqskit,3,qiskit_ai,qiskit_standard,wisq_bqskit,,16,33,120,184,0,284,174,789,371.6881956551224,efficient_su2_16__qiskit_ai__qiskit_standard__wisq_bqskit
15522,2255,efficient_su2_16,4,efficient_su2_16,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_16.qasm,chain3_qiskit_ai__qiskit_standard__wisq_rules,3,qiskit_ai,qiskit_standard,wisq_rules,,16,33,120,184,0,135,173,379,604.6766510242596,efficient_su2_16__qiskit_ai__qiskit_standard__wisq_rules
15523,2254,efficient_su2_16,4,efficient_su2_16,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_16.qasm,chain3_qiskit_ai__tket__qiskit_ai,3,qiskit_ai,tket,qiskit_ai,,16,33,120,184,0,148,192,395,9.863975883461537,efficient_su2_16__qiskit_ai__tket__qiskit_ai
15524,2254,efficient_su2_16,4,efficient_su2_16,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_16.qasm,chain3_qiskit_ai__tket__qiskit_standard,3,qiskit_ai,tket,qiskit_standard,,16,33,120,184,0,219,293,814,8.265443149022758,efficient_su2_16__qiskit_ai__tket__qiskit_standard
15525,2254,efficient_su2_16,4,efficient_su2_16,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_16.qasm,chain3_qiskit_ai__tket__tket,3,qiskit_ai,tket,tket,,16,33,120,184,0,84,102,264,11.539575521834196,efficient_su2_16__qiskit_ai__tket__tket
15526,2254,efficient_su2_16,4,efficient_su2_16,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_16.qasm,chain3_qiskit_ai__tket__wisq_bqskit,3,qiskit_ai,tket,wisq_bqskit,,16,33,120,184,0,175,82,652,371.38558547664434,efficient_su2_16__qiskit_ai__tket__wisq_bqskit
15527,2254,efficient_su2_16,4,efficient_su2_16,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_16.qasm,chain3_qiskit_ai__tket__wisq_rules,3,qiskit_ai,tket,wisq_rules,,16,33,120,184,0,98,75,262,608.2111923657358,efficient_su2_16__qiskit_ai__tket__wisq_rules
15528,2256,efficient_su2_16,4,efficient_su2_16,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_16.qasm,chain3_qiskit_ai__wisq_bqskit__qiskit_ai,3,qiskit_ai,wisq_bqskit,qiskit_ai,,16,33,120,184,0,192,269,457,476.4181505395099,efficient_su2_16__qiskit_ai__wisq_bqskit__qiskit_ai
15529,2256,efficient_su2_16,4,efficient_su2_16,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_16.qasm,chain3_qiskit_ai__wisq_bqskit__qiskit_standard,3,qiskit_ai,wisq_bqskit,qiskit_standard,,16,33,120,184,0,295,395,764,474.1880740011111,efficient_su2_16__qiskit_ai__wisq_bqskit__qiskit_standard
