id,parent_circuit_id,parent_circuit,original_circuit_id,original_circuit,original_category,original_circuit_path,chain_name,opt_level,opt_1,opt_2,opt_3,artifact_path,initial_num_qubits,initial_depth,initial_two_qubit_gates,initial_total_gates,final_num_qubits,final_depth,final_two_qubit_gates,final_total_gates,total_runtime_seconds,opt_chain
14,1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,qiskit_ai,1,qiskit_ai,,,,10,17,18,78,0,17,18,78,0.3294835146516561,efficient_su2_10_r2__qiskit_ai
23,1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,qiskit_standard,1,qiskit_standard,,,,10,17,18,78,0,11,18,18,0.9678046479821204,efficient_su2_10_r2__qiskit_standard
75,3,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,qiskit_ai,1,qiskit_ai,,,,12,19,22,94,0,19,22,94,0.7542382050305605,efficient_su2_12_r2__qiskit_ai
84,3,efficient_su2_12_r2,3,efficient_su2_12_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_12_r2.qasm,qiskit_standard,1,qiskit_standard,,,,12,19,22,94,0,13,22,22,0.3061561668291688,efficient_su2_12_r2__qiskit_standard
156,6,W-state,6,W-state,feynman,benchmarks/ai_transpile/qasm/feynman/W-state.qasm,qiskit_ai,1,qiskit_ai,,,,3,6,2,9,0,6,3,9,0.1522230291739106,W-state__qiskit_ai
164,6,W-state,6,W-state,feynman,benchmarks/ai_transpile/qasm/feynman/W-state.qasm,qiskit_standard,1,qiskit_standard,,,,3,6,2,9,0,27,6,42,0.0185136524960398,W-state__qiskit_standard
180,7,adder,7,adder,feynman,benchmarks/ai_transpile/qasm/feynman/adder.qasm,qiskit_ai,1,qiskit_ai,,,,10,11,1,19,0,2,2,11,0.2465541427955031,adder__qiskit_ai
201,8,barenco_tof_10,8,barenco_tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_10.qasm,qiskit_ai,1,qiskit_ai,,,,19,98,0,130,0,12,0,98,0.2299922136589884,barenco_tof_10__qiskit_ai
222,9,barenco_tof_3,9,barenco_tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_3.qasm,qiskit_ai,1,qiskit_ai,,,,5,14,0,20,0,8,0,16,0.1378706749528646,barenco_tof_3__qiskit_ai
243,10,barenco_tof_4,10,barenco_tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_4.qasm,qiskit_ai,1,qiskit_ai,,,,7,26,0,34,0,12,0,26,0.2075448622927069,barenco_tof_4__qiskit_ai
264,11,barenco_tof_5,11,barenco_tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_5.qasm,qiskit_ai,1,qiskit_ai,,,,9,38,0,50,0,12,0,38,0.2337133502587676,barenco_tof_5__qiskit_ai
281,12,bigadder,12,bigadder,feynman,benchmarks/ai_transpile/qasm/feynman/bigadder.qasm,qiskit_ai,1,qiskit_ai,,,,18,4,0,21,0,3,1,19,0.230952251702547,bigadder__qiskit_ai
302,13,csla_mux_3,13,csla_mux_3,feynman,benchmarks/ai_transpile/qasm/feynman/csla_mux_3.qasm,qiskit_ai,1,qiskit_ai,,,,15,24,20,70,0,19,24,64,0.4051706977188587,csla_mux_3__qiskit_ai
323,14,gf2^4_mult,14,gf2^4_mult,feynman,benchmarks/ai_transpile/qasm/feynman/gf2^4_mult.qasm,qiskit_ai,1,qiskit_ai,,,,12,31,3,65,0,15,3,49,0.2082478702068328,gf2^4_mult__qiskit_ai
344,15,gf2^5_mult,15,gf2^5_mult,feynman,benchmarks/ai_transpile/qasm/feynman/gf2^5_mult.qasm,qiskit_ai,1,qiskit_ai,,,,15,38,4,97,0,23,6,74,0.2558649918064475,gf2^5_mult__qiskit_ai
365,16,gf2^6_mult,16,gf2^6_mult,feynman,benchmarks/ai_transpile/qasm/feynman/gf2^6_mult.qasm,qiskit_ai,1,qiskit_ai,,,,18,47,5,135,0,19,5,99,0.2243333356454968,gf2^6_mult__qiskit_ai
386,17,grover_5,17,grover_5,feynman,benchmarks/ai_transpile/qasm/feynman/grover_5.qasm,qiskit_ai,1,qiskit_ai,,,,9,160,0,351,0,64,0,303,0.4666487360373139,grover_5__qiskit_ai
405,18,ham15-high,18,ham15-high,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-high.qasm,qiskit_ai,1,qiskit_ai,,,,20,1022,43,1798,0,544,95,1499,12.208626672625542,ham15-high__qiskit_ai
425,19,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,qiskit_ai,1,qiskit_ai,,,,17,129,98,213,0,213,300,392,6.266513437964022,ham15-low__qiskit_ai
484,24,hwb6,24,hwb6,feynman,benchmarks/ai_transpile/qasm/feynman/hwb6.qasm,qiskit_ai,1,qiskit_ai,,,,7,62,26,109,0,53,48,116,1.3476773845031855,hwb6__qiskit_ai
505,28,mod5_4,28,mod5_4,feynman,benchmarks/ai_transpile/qasm/feynman/mod5_4.qasm,qiskit_ai,1,qiskit_ai,,,,5,23,4,23,0,20,7,22,0.6317675858736038,mod5_4__qiskit_ai
516,29,mod_mult_55,29,mod_mult_55,feynman,benchmarks/ai_transpile/qasm/feynman/mod_mult_55.qasm,qiskit_ai,1,qiskit_ai,,,,9,20,6,49,0,12,8,44,0.6230967687442899,mod_mult_55__qiskit_ai
527,30,mod_red_21,30,mod_red_21,feynman,benchmarks/ai_transpile/qasm/feynman/mod_red_21.qasm,qiskit_ai,1,qiskit_ai,,,,11,58,3,108,0,22,4,92,0.7289687693119049,mod_red_21__qiskit_ai
538,32,qft,32,qft,feynman,benchmarks/ai_transpile/qasm/feynman/qft.qasm,qiskit_ai,1,qiskit_ai,,,,4,9,6,17,0,12,9,18,0.7406953060999513,qft__qiskit_ai
550,33,qft_4,33,qft_4,feynman,benchmarks/ai_transpile/qasm/feynman/qft_4.qasm,qiskit_ai,1,qiskit_ai,,,,5,134,34,159,0,149,48,171,0.8182157622650266,qft_4__qiskit_ai
557,34,qpt,34,qpt,feynman,benchmarks/ai_transpile/qasm/feynman/qpt.qasm,qiskit_ai,1,qiskit_ai,,,,1,4,0,6,0,4,0,4,1.775770393200219,qpt__qiskit_ai
560,34,qpt,34,qpt,feynman,benchmarks/ai_transpile/qasm/feynman/qpt.qasm,qiskit_standard,1,qiskit_standard,,,,1,4,0,6,0,4,0,4,0.1668824525550007,qpt__qiskit_standard
570,35,rb,35,rb,feynman,benchmarks/ai_transpile/qasm/feynman/rb.qasm,qiskit_ai,1,qiskit_ai,,,,2,8,6,13,0,8,6,9,1.2810457441955805,rb__qiskit_ai
573,35,rb,35,rb,feynman,benchmarks/ai_transpile/qasm/feynman/rb.qasm,qiskit_standard,1,qiskit_standard,,,,2,8,6,13,0,20,6,22,0.1194666633382439,rb__qiskit_standard
583,36,rc_adder_6,36,rc_adder_6,feynman,benchmarks/ai_transpile/qasm/feynman/rc_adder_6.qasm,qiskit_ai,1,qiskit_ai,,,,14,40,27,90,0,30,35,87,0.3939282754436135,rc_adder_6__qiskit_ai
594,39,tof_10,39,tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/tof_10.qasm,qiskit_ai,1,qiskit_ai,,,,19,53,0,85,0,8,0,68,0.3859251150861382,tof_10__qiskit_ai
605,40,tof_3,40,tof_3,feynman,benchmarks/ai_transpile/qasm/feynman/tof_3.qasm,qiskit_ai,1,qiskit_ai,,,,5,11,0,15,0,8,0,12,0.1663362737745046,tof_3__qiskit_ai
616,41,tof_4,41,tof_4,feynman,benchmarks/ai_transpile/qasm/feynman/tof_4.qasm,qiskit_ai,1,qiskit_ai,,,,7,17,0,25,0,8,0,20,0.1834841733798384,tof_4__qiskit_ai
627,42,tof_5,42,tof_5,feynman,benchmarks/ai_transpile/qasm/feynman/tof_5.qasm,qiskit_ai,1,qiskit_ai,,,,9,23,0,35,0,8,0,28,0.2067409493029117,tof_5__qiskit_ai
638,43,vbe_adder_3,43,vbe_adder_3,feynman,benchmarks/ai_transpile/qasm/feynman/vbe_adder_3.qasm,qiskit_ai,1,qiskit_ai,,,,10,28,10,50,0,13,6,36,0.2548404093831777,vbe_adder_3__qiskit_ai
792,55,qaoa_barabasi_albert_N3_3reps,55,qaoa_barabasi_albert_N3_3reps,qaoa,benchmarks/ai_transpile/qasm/qaoa/qaoa_barabasi_albert_N3_3reps.qasm,qiskit_ai,1,qiskit_ai,,,,3,23,12,33,0,23,12,33,2.0162768363952637,qaoa_barabasi_albert_N3_3reps__qiskit_ai
795,55,qaoa_barabasi_albert_N3_3reps,55,qaoa_barabasi_albert_N3_3reps,qaoa,benchmarks/ai_transpile/qasm/qaoa/qaoa_barabasi_albert_N3_3reps.qasm,qiskit_standard,1,qiskit_standard,,,,3,23,12,33,0,36,12,73,0.1167449345812201,qaoa_barabasi_albert_N3_3reps__qiskit_standard
821,57,qaoa_barabasi_albert_N5_3reps,57,qaoa_barabasi_albert_N5_3reps,qaoa,benchmarks/ai_transpile/qasm/qaoa/qaoa_barabasi_albert_N5_3reps.qasm,qiskit_standard,1,qiskit_standard,,,,5,53,36,79,0,90,52,159,0.3634016811847687,qaoa_barabasi_albert_N5_3reps__qiskit_standard
879,62,qft_10,62,qft_10,qft,benchmarks/ai_transpile/qasm/qft_10.qasm,qiskit_ai,1,qiskit_ai,,,,10,74,105,250,0,109,154,299,1.3729877667501569,qft_10__qiskit_ai
880,62,qft_10,62,qft_10,qft,benchmarks/ai_transpile/qasm/qft_10.qasm,qiskit_standard,1,qiskit_standard,,,,10,74,105,250,0,162,210,558,0.0709045343101024,qft_10__qiskit_standard
884,63,qft_12,63,qft_12,qft,benchmarks/ai_transpile/qasm/qft_12.qasm,qiskit_ai,1,qiskit_ai,,,,12,90,150,360,0,152,232,442,2.4191084122285247,qft_12__qiskit_ai
885,63,qft_12,63,qft_12,qft,benchmarks/ai_transpile/qasm/qft_12.qasm,qiskit_standard,1,qiskit_standard,,,,12,90,150,360,0,259,368,793,0.1760833198204636,qft_12__qiskit_standard
889,64,qft_16,64,qft_16,qft,benchmarks/ai_transpile/qasm/qft_16.qasm,qiskit_standard,1,qiskit_standard,,,,16,122,264,640,0,255,541,1138,0.1691495822742581,qft_16__qiskit_standard
913,66,qft_N002,66,qft_N002,qft,benchmarks/ai_transpile/qasm/qft/qft_N002.qasm,qiskit_standard,1,qiskit_standard,,,,2,12,5,12,0,12,3,16,0.1309080589562654,qft_N002__qiskit_standard
926,67,qft_N003,67,qft_N003,qft,benchmarks/ai_transpile/qasm/qft/qft_N003.qasm,qiskit_standard,1,qiskit_standard,,,,3,20,9,24,0,21,9,27,0.365174425765872,qft_N003__qiskit_standard
1151,85,qv_N002_12345,85,qv_N002_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N002_12345.qasm,qiskit_ai,1,qiskit_ai,,,,2,46,6,86,0,46,6,86,1.3742798939347267,qv_N002_12345__qiskit_ai
1154,85,qv_N002_12345,85,qv_N002_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N002_12345.qasm,qiskit_standard,1,qiskit_standard,,,,2,46,6,86,0,16,3,28,0.1358926417306065,qv_N002_12345__qiskit_standard
1164,86,qv_N003_12345,86,qv_N003_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N003_12345.qasm,qiskit_ai,1,qiskit_ai,,,,3,69,9,129,0,69,9,129,1.273194502107799,qv_N003_12345__qiskit_ai
1167,86,qv_N003_12345,86,qv_N003_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N003_12345.qasm,qiskit_standard,1,qiskit_standard,,,,3,69,9,129,0,27,6,51,0.4443634217604995,qv_N003_12345__qiskit_standard
1177,87,qv_N004_12345,87,qv_N004_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N004_12345.qasm,qiskit_ai,1,qiskit_ai,,,,4,92,24,344,0,93,25,345,2.4852613927796483,qv_N004_12345__qiskit_ai
1190,88,qv_N005_12345,88,qv_N005_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N005_12345.qasm,qiskit_ai,1,qiskit_ai,,,,5,115,30,430,0,116,31,431,2.107063867151737,qv_N005_12345__qiskit_ai
1193,88,qv_N005_12345,88,qv_N005_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N005_12345.qasm,qiskit_standard,1,qiskit_standard,,,,5,115,30,430,0,60,27,187,0.3651086147874594,qv_N005_12345__qiskit_standard
1203,89,qv_N006_12345,89,qv_N006_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N006_12345.qasm,qiskit_ai,1,qiskit_ai,,,,6,138,54,774,0,141,57,777,6.344090189784765,qv_N006_12345__qiskit_ai
1216,90,qv_N007_12345,90,qv_N007_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N007_12345.qasm,qiskit_ai,1,qiskit_ai,,,,7,161,63,903,0,165,69,909,4.1933684423565865,qv_N007_12345__qiskit_ai
1228,91,qv_N008_12345,91,qv_N008_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N008_12345.qasm,qiskit_ai,1,qiskit_ai,,,,8,184,96,1376,0,278,113,1393,10.816047383472323,qv_N008_12345__qiskit_ai
1241,92,qv_N009_12345,92,qv_N009_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N009_12345.qasm,qiskit_ai,1,qiskit_ai,,,,9,207,108,1548,0,283,127,1567,3.93319958075881,qv_N009_12345__qiskit_ai
1252,93,qv_N010_12345,93,qv_N010_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N010_12345.qasm,qiskit_ai,1,qiskit_ai,,,,10,230,150,2150,0,335,190,2190,7.53898279927671,qv_N010_12345__qiskit_ai
1263,94,qv_N011_12345,94,qv_N011_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N011_12345.qasm,qiskit_ai,1,qiskit_ai,,,,11,253,165,2365,0,382,208,2408,9.535377816297114,qv_N011_12345__qiskit_ai
1274,95,qv_N012_12345,95,qv_N012_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N012_12345.qasm,qiskit_ai,1,qiskit_ai,,,,12,276,216,3096,0,568,289,3169,15.527212233282626,qv_N012_12345__qiskit_ai
1285,96,qv_N013_12345,96,qv_N013_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N013_12345.qasm,qiskit_ai,1,qiskit_ai,,,,13,299,234,3354,0,504,323,3443,24.55506099294871,qv_N013_12345__qiskit_ai
1296,97,qv_N014_12345,97,qv_N014_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N014_12345.qasm,qiskit_ai,1,qiskit_ai,,,,14,322,294,4214,0,547,400,4320,39.171134462580085,qv_N014_12345__qiskit_ai
1317,99,qv_N016_12345,99,qv_N016_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N016_12345.qasm,qiskit_ai,1,qiskit_ai,,,,16,368,384,5504,0,649,569,5689,44.338943008333445,qv_N016_12345__qiskit_ai
1352,103,qv_N020_12345,103,qv_N020_12345,qv,benchmarks/ai_transpile/qasm/qv/qv_N020_12345.qasm,qiskit_ai,1,qiskit_ai,,,,20,460,600,8600,0,1013,951,8951,89.1373830223456,qv_N020_12345__qiskit_ai
1363,104,real_amplitudes_12,104,real_amplitudes_12,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_12.qasm,qiskit_ai,1,qiskit_ai,,,,12,16,22,58,0,16,22,58,1.2672007586807013,real_amplitudes_12__qiskit_ai
1365,104,real_amplitudes_12,104,real_amplitudes_12,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_12.qasm,qiskit_standard,1,qiskit_standard,,,,12,16,22,58,0,25,22,166,0.1589627601206302,real_amplitudes_12__qiskit_standard
1375,105,real_amplitudes_12_r3,105,real_amplitudes_12_r3,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_12_r3.qasm,qiskit_ai,1,qiskit_ai,,,,12,19,33,81,0,19,33,81,0.516953025944531,real_amplitudes_12_r3__qiskit_ai
1377,105,real_amplitudes_12_r3,105,real_amplitudes_12_r3,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_12_r3.qasm,qiskit_standard,1,qiskit_standard,,,,12,19,33,81,0,15,33,33,0.3765603937208652,real_amplitudes_12_r3__qiskit_standard
1387,106,real_amplitudes_16_r2,106,real_amplitudes_16_r2,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_16_r2.qasm,qiskit_ai,1,qiskit_ai,,,,16,20,30,78,0,20,30,78,0.4044820005074143,real_amplitudes_16_r2__qiskit_ai
1389,106,real_amplitudes_16_r2,106,real_amplitudes_16_r2,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_16_r2.qasm,qiskit_standard,1,qiskit_standard,,,,16,20,30,78,0,17,30,30,0.0582712171599268,real_amplitudes_16_r2__qiskit_standard
1399,107,real_amplitudes_8,107,real_amplitudes_8,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_8.qasm,qiskit_ai,1,qiskit_ai,,,,8,15,21,53,0,15,21,53,0.7165381778031588,real_amplitudes_8__qiskit_ai
1402,107,real_amplitudes_8,107,real_amplitudes_8,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_8.qasm,qiskit_standard,1,qiskit_standard,,,,8,15,21,53,0,27,21,149,0.6401051245629787,real_amplitudes_8__qiskit_standard
1412,108,real_amplitudes_8_r2,108,real_amplitudes_8_r2,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_8_r2.qasm,qiskit_ai,1,qiskit_ai,,,,8,12,14,38,0,12,14,38,0.7628271412104368,real_amplitudes_8_r2__qiskit_ai
1413,108,real_amplitudes_8_r2,108,real_amplitudes_8_r2,real_amplitudes,benchmarks/ai_transpile/qasm/real_amplitudes_8_r2.qasm,qiskit_standard,1,qiskit_standard,,,,8,12,14,38,0,9,14,14,0.0182267017662525,real_amplitudes_8_r2__qiskit_standard
1423,109,square_heisenberg_N16,109,square_heisenberg_N16,square-heisenberg,benchmarks/ai_transpile/qasm/square-heisenberg/square_heisenberg_N16.qasm,qiskit_ai,1,qiskit_ai,,,,16,361,288,1024,0,402,310,1046,5.361349547281861,square_heisenberg_N16__qiskit_ai
1434,110,square_heisenberg_N4,110,square_heisenberg_N4,square-heisenberg,benchmarks/ai_transpile/qasm/square-heisenberg/square_heisenberg_N4.qasm,qiskit_ai,1,qiskit_ai,,,,4,121,48,172,0,121,48,172,1.405611366033554,square_heisenberg_N4__qiskit_ai
1436,110,square_heisenberg_N4,110,square_heisenberg_N4,square-heisenberg,benchmarks/ai_transpile/qasm/square-heisenberg/square_heisenberg_N4.qasm,qiskit_standard,1,qiskit_standard,,,,4,121,48,172,0,35,12,57,0.1136991623789072,square_heisenberg_N4__qiskit_standard
1446,111,square_heisenberg_N9,111,square_heisenberg_N9,square-heisenberg,benchmarks/ai_transpile/qasm/square-heisenberg/square_heisenberg_N9.qasm,qiskit_ai,1,qiskit_ai,,,,9,241,144,513,0,277,151,520,2.345477269031107,square_heisenberg_N9__qiskit_ai
1479,209,barenco_tof_10,8,barenco_tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_10.qasm,chain_qiskit_ai__qiskit_ai,2,qiskit_ai,qiskit_ai,,,19,98,0,130,0,12,0,98,0.5123551497235894,barenco_tof_10__qiskit_ai__qiskit_ai
1480,209,barenco_tof_10,8,barenco_tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_10.qasm,chain_qiskit_ai__qiskit_standard,2,qiskit_ai,qiskit_standard,,,19,98,0,130,0,0,0,0,0.4674618309363723,barenco_tof_10__qiskit_ai__qiskit_standard
1481,209,barenco_tof_10,8,barenco_tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_10.qasm,chain_qiskit_ai__tket,2,qiskit_ai,tket,,,19,98,0,130,0,0,0,0,0.9998444188386202,barenco_tof_10__qiskit_ai__tket
1482,209,barenco_tof_10,8,barenco_tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_10.qasm,chain_qiskit_ai__wisq_bqskit,2,qiskit_ai,wisq_bqskit,,,19,98,0,130,0,0,0,0,496.3701516101137,barenco_tof_10__qiskit_ai__wisq_bqskit
1483,209,barenco_tof_10,8,barenco_tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_10.qasm,chain_qiskit_ai__wisq_rules,2,qiskit_ai,wisq_rules,,,19,98,0,130,0,5,0,12,600.5887066898867,barenco_tof_10__qiskit_ai__wisq_rules
1484,208,barenco_tof_10,8,barenco_tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_10.qasm,chain_qiskit_standard__qiskit_ai,2,qiskit_standard,qiskit_ai,,,19,98,0,130,0,635,325,879,3.6014084024354815,barenco_tof_10__qiskit_standard__qiskit_ai
1485,208,barenco_tof_10,8,barenco_tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_10.qasm,chain_qiskit_standard__qiskit_standard,2,qiskit_standard,qiskit_standard,,,19,98,0,130,0,635,325,879,0.1876322301104664,barenco_tof_10__qiskit_standard__qiskit_standard
1486,208,barenco_tof_10,8,barenco_tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_10.qasm,chain_qiskit_standard__tket,2,qiskit_standard,tket,,,19,98,0,130,0,459,189,617,5.30355067551136,barenco_tof_10__qiskit_standard__tket
1487,208,barenco_tof_10,8,barenco_tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_10.qasm,chain_qiskit_standard__wisq_bqskit,2,qiskit_standard,wisq_bqskit,,,19,98,0,130,0,589,219,871,389.4659833824262,barenco_tof_10__qiskit_standard__wisq_bqskit
1488,208,barenco_tof_10,8,barenco_tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_10.qasm,chain_qiskit_standard__wisq_rules,2,qiskit_standard,wisq_rules,,,19,98,0,130,0,520,243,744,600.6833342546597,barenco_tof_10__qiskit_standard__wisq_rules
1489,207,barenco_tof_10,8,barenco_tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_10.qasm,chain_tket__qiskit_ai,2,tket,qiskit_ai,,,19,98,0,130,0,494,253,663,7.134644995443523,barenco_tof_10__tket__qiskit_ai
1490,207,barenco_tof_10,8,barenco_tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_10.qasm,chain_tket__qiskit_standard,2,tket,qiskit_standard,,,19,98,0,130,0,692,315,1038,3.589639582671225,barenco_tof_10__tket__qiskit_standard
1494,210,barenco_tof_10,8,barenco_tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_10.qasm,chain_wisq_bqskit__qiskit_ai,2,wisq_bqskit,qiskit_ai,,,19,98,0,130,0,550,235,716,304.764587758109,barenco_tof_10__wisq_bqskit__qiskit_ai
1495,210,barenco_tof_10,8,barenco_tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_10.qasm,chain_wisq_bqskit__qiskit_standard,2,wisq_bqskit,qiskit_standard,,,19,98,0,130,0,630,318,936,301.7847288362682,barenco_tof_10__wisq_bqskit__qiskit_standard
1499,211,barenco_tof_10,8,barenco_tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_10.qasm,chain_wisq_rules__qiskit_ai,2,wisq_rules,qiskit_ai,,,19,98,0,130,0,439,237,541,603.3042287705466,barenco_tof_10__wisq_rules__qiskit_ai
1500,211,barenco_tof_10,8,barenco_tof_10,feynman,benchmarks/ai_transpile/qasm/feynman/barenco_tof_10.qasm,chain_wisq_rules__qiskit_standard,2,wisq_rules,qiskit_standard,,,19,98,0,130,0,606,305,854,600.3564834790304,barenco_tof_10__wisq_rules__qiskit_standard
1818,174,grover_5,17,grover_5,feynman,benchmarks/ai_transpile/qasm/feynman/grover_5.qasm,chain_qiskit_ai__qiskit_ai,2,qiskit_ai,qiskit_ai,,,9,160,0,351,0,64,0,303,4.687753017991781,grover_5__qiskit_ai__qiskit_ai
1843,472,ham15-high,18,ham15-high,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-high.qasm,chain_qiskit_ai__qiskit_standard,2,qiskit_ai,qiskit_standard,,,20,1022,43,1798,0,84,133,133,12.741484429687262,ham15-high__qiskit_ai__qiskit_standard
1844,472,ham15-high,18,ham15-high,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-high.qasm,chain_qiskit_ai__tket,2,qiskit_ai,tket,,,20,1022,43,1798,0,24,33,33,14.354938336648049,ham15-high__qiskit_ai__tket
1845,472,ham15-high,18,ham15-high,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-high.qasm,chain_qiskit_ai__wisq_bqskit,2,qiskit_ai,wisq_bqskit,,,20,1022,43,1798,0,191,86,411,498.85578924790025,ham15-high__qiskit_ai__wisq_bqskit
1846,472,ham15-high,18,ham15-high,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-high.qasm,chain_qiskit_ai__wisq_rules,2,qiskit_ai,wisq_rules,,,20,1022,43,1798,0,59,76,208,612.9046529987827,ham15-high__qiskit_ai__wisq_rules
1847,471,ham15-high,18,ham15-high,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-high.qasm,chain_qiskit_standard__qiskit_standard,2,qiskit_standard,qiskit_standard,,,20,1022,43,1798,0,6442,5187,11259,6.2956035155802965,ham15-high__qiskit_standard__qiskit_standard
1848,471,ham15-high,18,ham15-high,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-high.qasm,chain_qiskit_standard__tket,2,qiskit_standard,tket,,,20,1022,43,1798,0,4128,2100,6993,64.26542674191296,ham15-high__qiskit_standard__tket
1849,471,ham15-high,18,ham15-high,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-high.qasm,chain_qiskit_standard__wisq_bqskit,2,qiskit_standard,wisq_bqskit,,,20,1022,43,1798,0,6348,4959,11260,396.1944773141295,ham15-high__qiskit_standard__wisq_bqskit
1850,471,ham15-high,18,ham15-high,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-high.qasm,chain_qiskit_standard__wisq_rules,2,qiskit_standard,wisq_rules,,,20,1022,43,1798,0,6448,4989,10956,604.4444158691913,ham15-high__qiskit_standard__wisq_rules
1851,470,ham15-high,18,ham15-high,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-high.qasm,chain_tket__qiskit_ai,2,tket,qiskit_ai,,,20,1022,43,1798,0,4425,3413,6342,135.55271175317466,ham15-high__tket__qiskit_ai
1852,470,ham15-high,18,ham15-high,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-high.qasm,chain_tket__qiskit_standard,2,tket,qiskit_standard,,,20,1022,43,1798,0,6279,5099,11028,41.486398780718446,ham15-high__tket__qiskit_standard
1856,473,ham15-high,18,ham15-high,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-high.qasm,chain_wisq_bqskit__qiskit_standard,2,wisq_bqskit,qiskit_standard,,,20,1022,43,1798,0,7075,5713,11289,309.3201881079003,ham15-high__wisq_bqskit__qiskit_standard
1860,474,ham15-high,18,ham15-high,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-high.qasm,chain_wisq_rules__qiskit_standard,2,wisq_rules,qiskit_standard,,,20,1022,43,1798,0,7578,6089,12563,604.6041669584811,ham15-high__wisq_rules__qiskit_standard
1907,165,hwb10,21,hwb10,feynman,benchmarks/ai_transpile/qasm/feynman/hwb10.qasm,chain_qiskit_standard__qiskit_standard,2,qiskit_standard,qiskit_standard,,,16,18050,9508,31764,0,106823,119608,211601,147.30721283890307,hwb10__qiskit_standard__qiskit_standard
