id,opt_chain,parent_circuit_id,parent_circuit,parent_path,original_circuit_id,original_circuit,original_category,original_circuit_path,chain_name,opt_level,opt_1,opt_2,opt_3,artifact_path,initial_num_qubits,initial_depth,initial_two_qubit_gates,initial_total_gates,final_num_qubits,final_depth,final_two_qubit_gates,final_total_gates,total_runtime_seconds
0,efficient_su2_10_r2__qiskit_ai,1,efficient_su2_10_r2,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,1,qiskit_ai,N/A,N/A,N/A,10,17,18,78,0,0,0,0,0.0
1,efficient_su2_10_r2__qiskit_standard,1,efficient_su2_10_r2,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,1,qiskit_standard,N/A,N/A,N/A,10,17,18,78,0,0,0,0,0.0
2,efficient_su2_10_r2__tket,1,efficient_su2_10_r2,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,1,tket,N/A,N/A,N/A,10,17,18,78,0,0,0,0,0.0
3,efficient_su2_10_r2__wisq_rules,1,efficient_su2_10_r2,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,1,wisq_rules,N/A,N/A,N/A,10,17,18,78,0,0,0,0,0.0
4,efficient_su2_10_r2__wisq_bqskit,1,efficient_su2_10_r2,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,1,wisq_bqskit,N/A,N/A,N/A,10,17,18,78,0,0,0,0,0.0
5,efficient_su2_10_r2__qiskit_ai__qiskit_ai,0,efficient_su2_10_r2__qiskit_ai,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,qiskit_ai,qiskit_ai,N/A,N/A,10,17,18,78,0,0,0,0,0.0
6,efficient_su2_10_r2__qiskit_ai__qiskit_standard,0,efficient_su2_10_r2__qiskit_ai,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,qiskit_ai,qiskit_standard,N/A,N/A,10,17,18,78,0,0,0,0,0.0
7,efficient_su2_10_r2__qiskit_ai__tket,0,efficient_su2_10_r2__qiskit_ai,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,qiskit_ai,tket,N/A,N/A,10,17,18,78,0,0,0,0,0.0
8,efficient_su2_10_r2__qiskit_ai__wisq_rules,0,efficient_su2_10_r2__qiskit_ai,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,qiskit_ai,wisq_rules,N/A,N/A,10,17,18,78,0,0,0,0,0.0
9,efficient_su2_10_r2__qiskit_ai__wisq_bqskit,0,efficient_su2_10_r2__qiskit_ai,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,qiskit_ai,wisq_bqskit,N/A,N/A,10,17,18,78,0,0,0,0,0.0
10,efficient_su2_10_r2__qiskit_standard__qiskit_ai,1,efficient_su2_10_r2__qiskit_standard,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,qiskit_standard,qiskit_ai,N/A,N/A,10,17,18,78,0,0,0,0,0.0
11,efficient_su2_10_r2__qiskit_standard__qiskit_standard,1,efficient_su2_10_r2__qiskit_standard,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,qiskit_standard,qiskit_standard,N/A,N/A,10,17,18,78,0,0,0,0,0.0
12,efficient_su2_10_r2__qiskit_standard__tket,1,efficient_su2_10_r2__qiskit_standard,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,qiskit_standard,tket,N/A,N/A,10,17,18,78,0,0,0,0,0.0
13,efficient_su2_10_r2__qiskit_standard__wisq_rules,1,efficient_su2_10_r2__qiskit_standard,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,qiskit_standard,wisq_rules,N/A,N/A,10,17,18,78,0,0,0,0,0.0
14,efficient_su2_10_r2__qiskit_standard__wisq_bqskit,1,efficient_su2_10_r2__qiskit_standard,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,qiskit_standard,wisq_bqskit,N/A,N/A,10,17,18,78,0,0,0,0,0.0
15,efficient_su2_10_r2__tket__qiskit_ai,2,efficient_su2_10_r2__tket,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,tket,qiskit_ai,N/A,N/A,10,17,18,78,0,0,0,0,0.0
16,efficient_su2_10_r2__tket__qiskit_standard,2,efficient_su2_10_r2__tket,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,tket,qiskit_standard,N/A,N/A,10,17,18,78,0,0,0,0,0.0
17,efficient_su2_10_r2__tket__tket,2,efficient_su2_10_r2__tket,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,tket,tket,N/A,N/A,10,17,18,78,0,0,0,0,0.0
18,efficient_su2_10_r2__tket__wisq_rules,2,efficient_su2_10_r2__tket,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,tket,wisq_rules,N/A,N/A,10,17,18,78,0,0,0,0,0.0
19,efficient_su2_10_r2__tket__wisq_bqskit,2,efficient_su2_10_r2__tket,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,tket,wisq_bqskit,N/A,N/A,10,17,18,78,0,0,0,0,0.0
20,efficient_su2_10_r2__wisq_rules__qiskit_ai,3,efficient_su2_10_r2__wisq_rules,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,wisq_rules,qiskit_ai,N/A,N/A,10,17,18,78,0,0,0,0,0.0
21,efficient_su2_10_r2__wisq_rules__qiskit_standard,3,efficient_su2_10_r2__wisq_rules,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,wisq_rules,qiskit_standard,N/A,N/A,10,17,18,78,0,0,0,0,0.0
22,efficient_su2_10_r2__wisq_rules__tket,3,efficient_su2_10_r2__wisq_rules,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,wisq_rules,tket,N/A,N/A,10,17,18,78,0,0,0,0,0.0
23,efficient_su2_10_r2__wisq_rules__wisq_rules,3,efficient_su2_10_r2__wisq_rules,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,wisq_rules,wisq_rules,N/A,N/A,10,17,18,78,0,0,0,0,0.0
24,efficient_su2_10_r2__wisq_rules__wisq_bqskit,3,efficient_su2_10_r2__wisq_rules,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,wisq_rules,wisq_bqskit,N/A,N/A,10,17,18,78,0,0,0,0,0.0
25,efficient_su2_10_r2__wisq_bqskit__qiskit_ai,4,efficient_su2_10_r2__wisq_bqskit,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,wisq_bqskit,qiskit_ai,N/A,N/A,10,17,18,78,0,0,0,0,0.0
26,efficient_su2_10_r2__wisq_bqskit__qiskit_standard,4,efficient_su2_10_r2__wisq_bqskit,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,wisq_bqskit,qiskit_standard,N/A,N/A,10,17,18,78,0,0,0,0,0.0
27,efficient_su2_10_r2__wisq_bqskit__tket,4,efficient_su2_10_r2__wisq_bqskit,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,wisq_bqskit,tket,N/A,N/A,10,17,18,78,0,0,0,0,0.0
28,efficient_su2_10_r2__wisq_bqskit__wisq_rules,4,efficient_su2_10_r2__wisq_bqskit,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,wisq_bqskit,wisq_rules,N/A,N/A,10,17,18,78,0,0,0,0,0.0
29,efficient_su2_10_r2__wisq_bqskit__wisq_bqskit,4,efficient_su2_10_r2__wisq_bqskit,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,wisq_bqskit,wisq_bqskit,N/A,N/A,10,17,18,78,0,0,0,0,0.0
30,efficient_su2_10_r2__qiskit_ai__qiskit_ai__qiskit_ai,5,efficient_su2_10_r2__qiskit_ai__qiskit_ai,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,qiskit_ai,qiskit_ai,N/A,10,17,18,78,0,0,0,0,0.0
31,efficient_su2_10_r2__qiskit_ai__qiskit_ai__qiskit_standard,5,efficient_su2_10_r2__qiskit_ai__qiskit_ai,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,qiskit_ai,qiskit_standard,N/A,10,17,18,78,0,0,0,0,0.0
32,efficient_su2_10_r2__qiskit_ai__qiskit_ai__tket,5,efficient_su2_10_r2__qiskit_ai__qiskit_ai,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,qiskit_ai,tket,N/A,10,17,18,78,0,0,0,0,0.0
33,efficient_su2_10_r2__qiskit_ai__qiskit_ai__wisq_rules,5,efficient_su2_10_r2__qiskit_ai__qiskit_ai,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,qiskit_ai,wisq_rules,N/A,10,17,18,78,0,0,0,0,0.0
34,efficient_su2_10_r2__qiskit_ai__qiskit_ai__wisq_bqskit,5,efficient_su2_10_r2__qiskit_ai__qiskit_ai,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,qiskit_ai,wisq_bqskit,N/A,10,17,18,78,0,0,0,0,0.0
35,efficient_su2_10_r2__qiskit_ai__qiskit_standard__qiskit_ai,6,efficient_su2_10_r2__qiskit_ai__qiskit_standard,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,qiskit_standard,qiskit_ai,N/A,10,17,18,78,0,0,0,0,0.0
36,efficient_su2_10_r2__qiskit_ai__qiskit_standard__qiskit_standard,6,efficient_su2_10_r2__qiskit_ai__qiskit_standard,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,qiskit_standard,qiskit_standard,N/A,10,17,18,78,0,0,0,0,0.0
37,efficient_su2_10_r2__qiskit_ai__qiskit_standard__tket,6,efficient_su2_10_r2__qiskit_ai__qiskit_standard,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,qiskit_standard,tket,N/A,10,17,18,78,0,0,0,0,0.0
38,efficient_su2_10_r2__qiskit_ai__qiskit_standard__wisq_rules,6,efficient_su2_10_r2__qiskit_ai__qiskit_standard,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,qiskit_standard,wisq_rules,N/A,10,17,18,78,0,0,0,0,0.0
39,efficient_su2_10_r2__qiskit_ai__qiskit_standard__wisq_bqskit,6,efficient_su2_10_r2__qiskit_ai__qiskit_standard,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,qiskit_standard,wisq_bqskit,N/A,10,17,18,78,0,0,0,0,0.0
40,efficient_su2_10_r2__qiskit_ai__tket__qiskit_ai,7,efficient_su2_10_r2__qiskit_ai__tket,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,tket,qiskit_ai,N/A,10,17,18,78,0,0,0,0,0.0
41,efficient_su2_10_r2__qiskit_ai__tket__qiskit_standard,7,efficient_su2_10_r2__qiskit_ai__tket,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,tket,qiskit_standard,N/A,10,17,18,78,0,0,0,0,0.0
42,efficient_su2_10_r2__qiskit_ai__tket__tket,7,efficient_su2_10_r2__qiskit_ai__tket,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,tket,tket,N/A,10,17,18,78,0,0,0,0,0.0
43,efficient_su2_10_r2__qiskit_ai__tket__wisq_rules,7,efficient_su2_10_r2__qiskit_ai__tket,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,tket,wisq_rules,N/A,10,17,18,78,0,0,0,0,0.0
44,efficient_su2_10_r2__qiskit_ai__tket__wisq_bqskit,7,efficient_su2_10_r2__qiskit_ai__tket,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,tket,wisq_bqskit,N/A,10,17,18,78,0,0,0,0,0.0
45,efficient_su2_10_r2__qiskit_ai__wisq_rules__qiskit_ai,8,efficient_su2_10_r2__qiskit_ai__wisq_rules,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,wisq_rules,qiskit_ai,N/A,10,17,18,78,0,0,0,0,0.0
46,efficient_su2_10_r2__qiskit_ai__wisq_rules__qiskit_standard,8,efficient_su2_10_r2__qiskit_ai__wisq_rules,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,wisq_rules,qiskit_standard,N/A,10,17,18,78,0,0,0,0,0.0
47,efficient_su2_10_r2__qiskit_ai__wisq_rules__tket,8,efficient_su2_10_r2__qiskit_ai__wisq_rules,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,wisq_rules,tket,N/A,10,17,18,78,0,0,0,0,0.0
48,efficient_su2_10_r2__qiskit_ai__wisq_rules__wisq_rules,8,efficient_su2_10_r2__qiskit_ai__wisq_rules,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,wisq_rules,wisq_rules,N/A,10,17,18,78,0,0,0,0,0.0
49,efficient_su2_10_r2__qiskit_ai__wisq_rules__wisq_bqskit,8,efficient_su2_10_r2__qiskit_ai__wisq_rules,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,wisq_rules,wisq_bqskit,N/A,10,17,18,78,0,0,0,0,0.0
50,efficient_su2_10_r2__qiskit_ai__wisq_bqskit__qiskit_ai,9,efficient_su2_10_r2__qiskit_ai__wisq_bqskit,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,wisq_bqskit,qiskit_ai,N/A,10,17,18,78,0,0,0,0,0.0
51,efficient_su2_10_r2__qiskit_ai__wisq_bqskit__qiskit_standard,9,efficient_su2_10_r2__qiskit_ai__wisq_bqskit,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,wisq_bqskit,qiskit_standard,N/A,10,17,18,78,0,0,0,0,0.0
52,efficient_su2_10_r2__qiskit_ai__wisq_bqskit__tket,9,efficient_su2_10_r2__qiskit_ai__wisq_bqskit,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,wisq_bqskit,tket,N/A,10,17,18,78,0,0,0,0,0.0
53,efficient_su2_10_r2__qiskit_ai__wisq_bqskit__wisq_rules,9,efficient_su2_10_r2__qiskit_ai__wisq_bqskit,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,wisq_bqskit,wisq_rules,N/A,10,17,18,78,0,0,0,0,0.0
54,efficient_su2_10_r2__qiskit_ai__wisq_bqskit__wisq_bqskit,9,efficient_su2_10_r2__qiskit_ai__wisq_bqskit,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,wisq_bqskit,wisq_bqskit,N/A,10,17,18,78,0,0,0,0,0.0
55,efficient_su2_10_r2__qiskit_standard__qiskit_ai__qiskit_ai,10,efficient_su2_10_r2__qiskit_standard__qiskit_ai,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,qiskit_ai,qiskit_ai,N/A,10,17,18,78,0,0,0,0,0.0
56,efficient_su2_10_r2__qiskit_standard__qiskit_ai__qiskit_standard,10,efficient_su2_10_r2__qiskit_standard__qiskit_ai,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,qiskit_ai,qiskit_standard,N/A,10,17,18,78,0,0,0,0,0.0
57,efficient_su2_10_r2__qiskit_standard__qiskit_ai__tket,10,efficient_su2_10_r2__qiskit_standard__qiskit_ai,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,qiskit_ai,tket,N/A,10,17,18,78,0,0,0,0,0.0
58,efficient_su2_10_r2__qiskit_standard__qiskit_ai__wisq_rules,10,efficient_su2_10_r2__qiskit_standard__qiskit_ai,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,qiskit_ai,wisq_rules,N/A,10,17,18,78,0,0,0,0,0.0
59,efficient_su2_10_r2__qiskit_standard__qiskit_ai__wisq_bqskit,10,efficient_su2_10_r2__qiskit_standard__qiskit_ai,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,qiskit_ai,wisq_bqskit,N/A,10,17,18,78,0,0,0,0,0.0
60,efficient_su2_10_r2__qiskit_standard__qiskit_standard__qiskit_ai,11,efficient_su2_10_r2__qiskit_standard__qiskit_standard,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,qiskit_standard,qiskit_ai,N/A,10,17,18,78,0,0,0,0,0.0
61,efficient_su2_10_r2__qiskit_standard__qiskit_standard__qiskit_standard,11,efficient_su2_10_r2__qiskit_standard__qiskit_standard,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,qiskit_standard,qiskit_standard,N/A,10,17,18,78,0,0,0,0,0.0
62,efficient_su2_10_r2__qiskit_standard__qiskit_standard__tket,11,efficient_su2_10_r2__qiskit_standard__qiskit_standard,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,qiskit_standard,tket,N/A,10,17,18,78,0,0,0,0,0.0
63,efficient_su2_10_r2__qiskit_standard__qiskit_standard__wisq_rules,11,efficient_su2_10_r2__qiskit_standard__qiskit_standard,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,qiskit_standard,wisq_rules,N/A,10,17,18,78,0,0,0,0,0.0
64,efficient_su2_10_r2__qiskit_standard__qiskit_standard__wisq_bqskit,11,efficient_su2_10_r2__qiskit_standard__qiskit_standard,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,qiskit_standard,wisq_bqskit,N/A,10,17,18,78,0,0,0,0,0.0
65,efficient_su2_10_r2__qiskit_standard__tket__qiskit_ai,12,efficient_su2_10_r2__qiskit_standard__tket,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,tket,qiskit_ai,N/A,10,17,18,78,0,0,0,0,0.0
66,efficient_su2_10_r2__qiskit_standard__tket__qiskit_standard,12,efficient_su2_10_r2__qiskit_standard__tket,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,tket,qiskit_standard,N/A,10,17,18,78,0,0,0,0,0.0
67,efficient_su2_10_r2__qiskit_standard__tket__tket,12,efficient_su2_10_r2__qiskit_standard__tket,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,tket,tket,N/A,10,17,18,78,0,0,0,0,0.0
68,efficient_su2_10_r2__qiskit_standard__tket__wisq_rules,12,efficient_su2_10_r2__qiskit_standard__tket,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,tket,wisq_rules,N/A,10,17,18,78,0,0,0,0,0.0
69,efficient_su2_10_r2__qiskit_standard__tket__wisq_bqskit,12,efficient_su2_10_r2__qiskit_standard__tket,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,tket,wisq_bqskit,N/A,10,17,18,78,0,0,0,0,0.0
70,efficient_su2_10_r2__qiskit_standard__wisq_rules__qiskit_ai,13,efficient_su2_10_r2__qiskit_standard__wisq_rules,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,wisq_rules,qiskit_ai,N/A,10,17,18,78,0,0,0,0,0.0
71,efficient_su2_10_r2__qiskit_standard__wisq_rules__qiskit_standard,13,efficient_su2_10_r2__qiskit_standard__wisq_rules,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,wisq_rules,qiskit_standard,N/A,10,17,18,78,0,0,0,0,0.0
72,efficient_su2_10_r2__qiskit_standard__wisq_rules__tket,13,efficient_su2_10_r2__qiskit_standard__wisq_rules,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,wisq_rules,tket,N/A,10,17,18,78,0,0,0,0,0.0
73,efficient_su2_10_r2__qiskit_standard__wisq_rules__wisq_rules,13,efficient_su2_10_r2__qiskit_standard__wisq_rules,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,wisq_rules,wisq_rules,N/A,10,17,18,78,0,0,0,0,0.0
74,efficient_su2_10_r2__qiskit_standard__wisq_rules__wisq_bqskit,13,efficient_su2_10_r2__qiskit_standard__wisq_rules,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,wisq_rules,wisq_bqskit,N/A,10,17,18,78,0,0,0,0,0.0
75,efficient_su2_10_r2__qiskit_standard__wisq_bqskit__qiskit_ai,14,efficient_su2_10_r2__qiskit_standard__wisq_bqskit,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,wisq_bqskit,qiskit_ai,N/A,10,17,18,78,0,0,0,0,0.0
76,efficient_su2_10_r2__qiskit_standard__wisq_bqskit__qiskit_standard,14,efficient_su2_10_r2__qiskit_standard__wisq_bqskit,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,wisq_bqskit,qiskit_standard,N/A,10,17,18,78,0,0,0,0,0.0
77,efficient_su2_10_r2__qiskit_standard__wisq_bqskit__tket,14,efficient_su2_10_r2__qiskit_standard__wisq_bqskit,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,wisq_bqskit,tket,N/A,10,17,18,78,0,0,0,0,0.0
78,efficient_su2_10_r2__qiskit_standard__wisq_bqskit__wisq_rules,14,efficient_su2_10_r2__qiskit_standard__wisq_bqskit,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,wisq_bqskit,wisq_rules,N/A,10,17,18,78,0,0,0,0,0.0
79,efficient_su2_10_r2__qiskit_standard__wisq_bqskit__wisq_bqskit,14,efficient_su2_10_r2__qiskit_standard__wisq_bqskit,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,wisq_bqskit,wisq_bqskit,N/A,10,17,18,78,0,0,0,0,0.0
80,efficient_su2_10_r2__tket__qiskit_ai__qiskit_ai,15,efficient_su2_10_r2__tket__qiskit_ai,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,tket,qiskit_ai,qiskit_ai,N/A,10,17,18,78,0,0,0,0,0.0
81,efficient_su2_10_r2__tket__qiskit_ai__qiskit_standard,15,efficient_su2_10_r2__tket__qiskit_ai,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,tket,qiskit_ai,qiskit_standard,N/A,10,17,18,78,0,0,0,0,0.0
82,efficient_su2_10_r2__tket__qiskit_ai__tket,15,efficient_su2_10_r2__tket__qiskit_ai,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,tket,qiskit_ai,tket,N/A,10,17,18,78,0,0,0,0,0.0
83,efficient_su2_10_r2__tket__qiskit_ai__wisq_rules,15,efficient_su2_10_r2__tket__qiskit_ai,N/A,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,tket,qiskit_ai,wisq_rules,N/A,10,17,18,78,0,0,0,0,0.0
