parent_circuit_id,parent_circuit,original_circuit_id,original_circuit,original_category,original_circuit_path,chain_name,opt_level,opt_1,opt_2,opt_3,initial_num_qubits,initial_depth,initial_two_qubit_gates,initial_total_gates,final_num_qubits,final_depth,final_two_qubit_gates,final_total_gates,total_runtime_seconds,opt_chain
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,1,qiskit_ai,N/A,N/A,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_ai
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,1,qiskit_standard,N/A,N/A,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_standard
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,1,wisq_bqskit,N/A,N/A,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__wisq_bqskit
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,qiskit_ai,qiskit_ai,N/A,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_ai__qiskit_ai
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,qiskit_ai,qiskit_standard,N/A,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_ai__qiskit_standard
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,qiskit_ai,tket,N/A,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_ai__tket
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,qiskit_ai,wisq_rules,N/A,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_ai__wisq_rules
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,qiskit_ai,wisq_bqskit,N/A,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_ai__wisq_bqskit
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,qiskit_standard,qiskit_ai,N/A,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_standard__qiskit_ai
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,qiskit_standard,qiskit_standard,N/A,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_standard__qiskit_standard
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,qiskit_standard,tket,N/A,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_standard__tket
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,qiskit_standard,wisq_rules,N/A,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_standard__wisq_rules
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,qiskit_standard,wisq_bqskit,N/A,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_standard__wisq_bqskit
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,tket,qiskit_ai,N/A,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__tket__qiskit_ai
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,tket,qiskit_standard,N/A,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__tket__qiskit_standard
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,tket,tket,N/A,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__tket__tket
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,tket,wisq_rules,N/A,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__tket__wisq_rules
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,tket,wisq_bqskit,N/A,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__tket__wisq_bqskit
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,wisq_rules,qiskit_ai,N/A,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__wisq_rules__qiskit_ai
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,wisq_rules,qiskit_standard,N/A,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__wisq_rules__qiskit_standard
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,wisq_rules,tket,N/A,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__wisq_rules__tket
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,wisq_rules,wisq_rules,N/A,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__wisq_rules__wisq_rules
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,wisq_rules,wisq_bqskit,N/A,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__wisq_rules__wisq_bqskit
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,wisq_bqskit,qiskit_ai,N/A,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__wisq_bqskit__qiskit_ai
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,wisq_bqskit,qiskit_standard,N/A,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__wisq_bqskit__qiskit_standard
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,wisq_bqskit,tket,N/A,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__wisq_bqskit__tket
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,wisq_bqskit,wisq_rules,N/A,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__wisq_bqskit__wisq_rules
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,2,wisq_bqskit,wisq_bqskit,N/A,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__wisq_bqskit__wisq_bqskit
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,qiskit_ai,qiskit_ai,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_ai__qiskit_ai__qiskit_ai
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,qiskit_ai,qiskit_standard,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_ai__qiskit_ai__qiskit_standard
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,qiskit_ai,tket,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_ai__qiskit_ai__tket
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,qiskit_ai,wisq_rules,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_ai__qiskit_ai__wisq_rules
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,qiskit_ai,wisq_bqskit,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_ai__qiskit_ai__wisq_bqskit
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,qiskit_standard,qiskit_ai,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_ai__qiskit_standard__qiskit_ai
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,qiskit_standard,qiskit_standard,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_ai__qiskit_standard__qiskit_standard
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,qiskit_standard,tket,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_ai__qiskit_standard__tket
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,qiskit_standard,wisq_rules,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_ai__qiskit_standard__wisq_rules
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,qiskit_standard,wisq_bqskit,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_ai__qiskit_standard__wisq_bqskit
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,tket,qiskit_ai,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_ai__tket__qiskit_ai
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,tket,qiskit_standard,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_ai__tket__qiskit_standard
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,tket,tket,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_ai__tket__tket
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,tket,wisq_rules,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_ai__tket__wisq_rules
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,tket,wisq_bqskit,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_ai__tket__wisq_bqskit
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,wisq_rules,qiskit_ai,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_ai__wisq_rules__qiskit_ai
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,wisq_rules,qiskit_standard,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_ai__wisq_rules__qiskit_standard
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,wisq_rules,tket,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_ai__wisq_rules__tket
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,wisq_rules,wisq_rules,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_ai__wisq_rules__wisq_rules
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,wisq_rules,wisq_bqskit,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_ai__wisq_rules__wisq_bqskit
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,wisq_bqskit,qiskit_ai,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_ai__wisq_bqskit__qiskit_ai
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,wisq_bqskit,qiskit_standard,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_ai__wisq_bqskit__qiskit_standard
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,wisq_bqskit,tket,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_ai__wisq_bqskit__tket
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,wisq_bqskit,wisq_rules,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_ai__wisq_bqskit__wisq_rules
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_ai,wisq_bqskit,wisq_bqskit,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_ai__wisq_bqskit__wisq_bqskit
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,qiskit_ai,qiskit_ai,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_standard__qiskit_ai__qiskit_ai
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,qiskit_ai,qiskit_standard,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_standard__qiskit_ai__qiskit_standard
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,qiskit_ai,tket,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_standard__qiskit_ai__tket
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,qiskit_ai,wisq_rules,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_standard__qiskit_ai__wisq_rules
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,qiskit_ai,wisq_bqskit,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_standard__qiskit_ai__wisq_bqskit
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,qiskit_standard,qiskit_ai,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_standard__qiskit_standard__qiskit_ai
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,qiskit_standard,qiskit_standard,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_standard__qiskit_standard__qiskit_standard
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,qiskit_standard,tket,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_standard__qiskit_standard__tket
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,qiskit_standard,wisq_rules,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_standard__qiskit_standard__wisq_rules
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,qiskit_standard,wisq_bqskit,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_standard__qiskit_standard__wisq_bqskit
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,tket,qiskit_ai,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_standard__tket__qiskit_ai
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,tket,qiskit_standard,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_standard__tket__qiskit_standard
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,tket,tket,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_standard__tket__tket
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,tket,wisq_rules,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_standard__tket__wisq_rules
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,tket,wisq_bqskit,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_standard__tket__wisq_bqskit
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,wisq_rules,qiskit_ai,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_standard__wisq_rules__qiskit_ai
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,wisq_rules,qiskit_standard,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_standard__wisq_rules__qiskit_standard
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,wisq_rules,tket,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_standard__wisq_rules__tket
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,wisq_rules,wisq_rules,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_standard__wisq_rules__wisq_rules
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,wisq_rules,wisq_bqskit,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_standard__wisq_rules__wisq_bqskit
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,wisq_bqskit,qiskit_ai,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_standard__wisq_bqskit__qiskit_ai
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,wisq_bqskit,qiskit_standard,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_standard__wisq_bqskit__qiskit_standard
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,wisq_bqskit,tket,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_standard__wisq_bqskit__tket
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,wisq_bqskit,wisq_rules,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_standard__wisq_bqskit__wisq_rules
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,qiskit_standard,wisq_bqskit,wisq_bqskit,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__qiskit_standard__wisq_bqskit__wisq_bqskit
1,efficient_su2_10_r2,1,efficient_su2_10_r2,efficient_su2,benchmarks/ai_transpile/qasm/efficient_su2_10_r2.qasm,,3,tket,qiskit_ai,qiskit_ai,10,17,18,78,0,0,0,0,0.0,efficient_su2_10_r2__tket__qiskit_ai__qiskit_ai
